Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
Google acquired Sparrow in 2012,Sparrow,Google,2012,20/07/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ece9d5928ca2c312739171805a3bb413,Google Acquires iOS/Mac Email Client Sparrow Apps To Remain Available But Development Stopped | TechCrunch,http://techcrunch.com/2012/07/20/google-acquires-iosmac-email-client-sparrow/
Google acquired Spider.io in 2014,Spider.io,Google,2014,21/02/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8af616ac2dfb3ee3f0655960b44ed3e3,Google Acquires Spider.io To Help Spot And Stop Online Ad Fraud | TechCrunch,http://techcrunch.com/2014/02/21/google-acquires-spider-io-to-help-spot-and-stop-online-ad-fraud/
Google acquired Sprinks in 2003,Sprinks,Google,2003,5/11/2003,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/8ebcd5d9c58df7977f10050f84b55375,Google Acquires Sprinks,http://www.webpronews.com/google-acquires-sprinks-2003-11
Google acquired Talaria in 2013,Talaria,Google,2013,15/03/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/95f62fe7358f3fbd9cdf3ff81611b34b,Google Acquires Web Application Server Talaria To Enhance Its Cloud Platform | TechCrunch,http://techcrunch.com/2013/03/15/google-acquires-web-application-server-talaria-to-enhance-its-cloud-platform/
Google acquired TalkBin in 2011,TalkBin,Google,2011,1/04/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ce067022687689adec54d5c621b47f10,Google Acquires TalkBin A Feedback Platform For Businesses That's Only Five Months Old | TechCrunch,http://techcrunch.com/2011/04/25/google-acquires-talkbin-a-feedback-platform-for-businesses-thats-only-five-months-old/
Google acquired Teracent in 2009,Teracent,Google,2009,23/11/2009,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/e59ec35fea5ec6ef7be90964e82bd5a0,Displaying the best display ad with Teracent,http://googleblog.blogspot.com/2009/11/displaying-best-display-ad-with.html
Google acquired The Dealmap in 2011,The Dealmap,Google,2011,1/08/2011,"$30,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/1bf38e55b81238cc0ddd2acb81c3d4c0,,
Google acquired Titan Aerospace in 2014,Titan Aerospace,Google,2014,14/04/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bc00d002f6a3b6c3dedc249f469021c6,Google Acquires Titan Aerospace The Drone Company Pursued By Facebook | TechCrunch,http://techcrunch.com/2014/04/14/google-acquires-titan-aerospace-the-drone-company-pursued-by-facebook/
Google acquired TNC in 2008,TNC,Google,2008,12/09/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e851fea0793fccd8c4be649475de1ec5,Google Buys Foothold In Korea With Acquisition Of Blog Platform TNC | TechCrunch,http://techcrunch.com/2008/09/12/google-buys-foothold-in-korea-with-acquisition-of-blog-platform-tnc/
Google acquired Tonic Systems in 2007,Tonic Systems,Google,2007,17/04/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/57cc4d154a6a812720b2b8b41a9a9970,"Google's Office Suite Complete: Google ""PowerPoint"" Confirmed | TechCrunch",http://techcrunch.com/2007/04/17/googles-office-suite-complete-google-powerpoint-confirmed/
Google acquired Trendalyzer in 2007,Trendalyzer,Google,2007,16/03/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/bd836f61f6ec2583be8f03417948c165,Google acquires Trendalyzer - information aesthetics,http://infosthetics.com/archives/2007/03/google_acquires_trendalyzer_gapminder.html
Google acquired Twitch in 2014,Twitch,Google,2014,18/05/2014,"$1,000,000,000",Complete,Cash,http://www.crunchbase.com/acquisition/47374dfedc2b852c2ea1d00721c41386,Google's $1B purchase of Twitch confirmed -- joins YouTube for new video empire,http://venturebeat.com/2014/07/24/googles-1b-purchase-of-twitch-confirmed-joins-youtube-for-new-video-empire/
Google acquired TxVia in 2012,TxVia,Google,2012,2/04/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7458bd5021f7d35f51c5412c264a1e8a,Google Buys TxVia Banks On Better Payment Technology (And 100M Customers) For Google Wallet | TechCrunch,http://techcrunch.com/2012/04/02/google-buys-txvia-banking-on-better-payment-tech-and-100m-customers-for-google-wallet/
Google acquired Upstartle in 2006,Upstartle,Google,2006,9/03/2006,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/73974a07e9235076ab89e43f8ae1659e,Google acquires online word processing app provider,http://www.infoworld.com/t/applications/google-acquires-online-word-processing-app-provider-156
Google acquired Urchin Software in 2005,Urchin Software,Google,2005,29/03/2005,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/95f3d91c894f94343fbce8ee37264ebe,Google acquired Urchin Software,http://www.nytimes.com/2005/03/29/technology/29urchin.html
Google acquired VirusTotal in 2012,VirusTotal,Google,2012,7/09/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7f1726c408dd59f1989911d2cf0ff872,Google Acquires Online Virus Malware and URL Scanner VirusTotal | TechCrunch,http://techcrunch.com/2012/09/07/google-acquires-online-virus-malware-and-url-scanner-virustotal/
Google acquired Wavii in 2013,Wavii,Google,2013,23/04/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/07ebe5433d8fcf22f1c9dccf063e2843,Google Buys Wavii For North Of $30 Million | TechCrunch,http://techcrunch.com/2013/04/23/google-buys-wavii-for-north-of-30-million/
Google acquired Waze in 2013,Waze,Google,2013,11/06/2013,"$996,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3cd29637610899639d12d778b13a27b4,Google Bought Waze For $1.1B Giving A Social Data Boost To Its Mapping Business | TechCrunch,http://techcrunch.com/2013/06/11/its-official-google-buys-waze-giving-a-social-data-boost-to-its-location-and-mapping-business/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29
Google acquired Where2 in 2004,Where2,Google,2004,9/10/2004,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/7f71b983d6926219528f238da25deacd,The Sydney Morning Herald Blogs: MashUp,http://blogs.smh.com.au/mashup/archives/010257.html
Google acquired Widevine Technologies in 2010,Widevine Technologies,Google,2010,16/12/2010,"$160,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/1d3238734530b76a54e58b4de0ce29e2,Google Buys On Demand Video Service Widevine To Bolster Its Own TV Efforts | TechCrunch,http://techcrunch.com/2010/12/03/google-buys-on-demand-video-startup-widevine-to-bolster-its-own-tv-efforts/
Google acquired Wildfire Google in 2012,Wildfire,Google,2012,31/07/2012,"$350,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/383987bac064166c827c1ebe85ee02fd,Google Acquires Wildfire Will Now Sell Facebook And Twitter Marketing Services [Update: $350M Price] | TechCrunch,http://techcrunch.com/2012/07/31/google-acquires-wildfire/
Google acquired WIMM Labs in 2013,WIMM Labs,Google,2013,1/09/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/eef48eafe16add09b03cdfa68314f2fa,Google Confirms It Has Acquired Android Smartwatch Maker WIMM Labs | TechCrunch,http://techcrunch.com/2013/08/31/google-acquires-wimm-labs/
Google acquired YouTube in 2006,YouTube,Google,2006,1/10/2006,"$1,700,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/54f3b0187030f6da40ece8f5b67f6ad1,Google Has Acquired YouTube | TechCrunch,http://techcrunch.com/2006/10/09/google-has-acquired-youtube/
Google acquired Zagat in 2011,Zagat,Google,2011,26/10/2011,"$151,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b9a32877f957357f5426de97dcc751f3,Report Puts Google’s Zagat Purchase At $151 Million | TechCrunch,http://techcrunch.com/2011/10/26/report-puts-googles-zagat-purchase-at-151-million/
Google acquired Zave Networks in 2011,Zave Networks,Google,2011,2/09/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bd2751d4eba3774a3fea7c1b8c94d561,Google Acquires Digital Coupons/Incentives Platform Zave Networks To Bulk Up Commerce | TechCrunch,http://techcrunch.com/2011/09/02/google-zave-networks/
Google acquired Zenter in 2007,Zenter,Google,2007,1/06/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1290a0be468c2cbcb17fec92ad5d44a0,"Google Acquires Zenter, Y Combinator Gets Another Payday | TechCrunch",http://techcrunch.com/2007/06/19/google-acquires-zenter-to-fill-out-coming-powerpoint-application/
Google acquired Zetawire in 2010,Zetawire,Google,2010,13/08/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/75ca3ccb178f58b6638d5281133fe7f9,Google acquired Zetawire,http://blogs.the451group.com/techdeals/
Google acquired Zingku in 2007,Zingku,Google,2007,27/09/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/1d75852a20343a994f013962bd5471c9,Google Acquires Mobile Platform Operator Zingku | TechCrunch,http://techcrunch.com/2007/09/27/google-acquires-mobile-platform-operator-zingku/
Google acquired ZipDash in 2004,ZipDash,Google,2004,10/09/2004,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/6b49bb1b9c73104cadcc3b9c280c547d,SiliconBeat: Google acquires traffic info start-up Zipdash,http://www.siliconbeat.com/entries/2005/03/30/google_acquires_traffic_info_startup_zipdash.html
Google acquired zynamics in 2011,zynamics,Google,2011,1/03/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a5aa392092dd2a2ba83fdd570b3fbc21,Google Buys Security Analytics Software Developer Zynamics | TechCrunch,http://techcrunch.com/2011/03/01/google-buys-security-analytics-startup-zynamics/
Google acquired Zync Render in 2014,Zync Render,Google,2014,26/08/2014,Undisclosed amount,Pending,Undisclosed,http://www.crunchbase.com/acquisition/40bfab5515f6c307902e4e0e3a704ce3,"Google Acquires Zync To Bring Visual Effects Rendering To Its Cloud Platform | TechCrunch, Google buys video-processing service provider Zync Render","http://techcrunch.com/2014/08/26/google-acquires-zync-to-bring-visual-effects-rendering-to-its-cloud-platform/, http://www.reuters.com/article/2014/08/26/us-google-deals-idUSKBN0GQ1WJ20140826?feedType=RSS&feedName=technologyNews, "
Gores Technology Group acquired VeriFone in 2001,VeriFone,Gores Technology Group,2001,1/05/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/09fec87bcf103aa0cfba49f3a44990c7,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
Hellman & Friedman acquired DoubleClick in 2005,DoubleClick,Hellman & Friedman,2005,13/07/2005,"$1,100,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/671951c396a6b90c9827c7deda3525c9,Hellman & Friedman acquired DoubleClick,http://www.hf.com/news/071405.html
HERE acquired Medio in 2014,Medio,HERE,2014,12/06/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/08c31845370f06da18034e8e1456081d,Nokia’s Here Buys Medio Systems To Push More Personalised Location Services | TechCrunch,http://techcrunch.com/2014/06/12/nokias-here-buys-medio-systems-for-more-personalised-location-services/
HP acquired 3Com in 2009,3Com,HP,2009,11/11/2009,"$2,700,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/ac823f39da2471c2531327d5c796b437,HP Acquires 3Com For $2.7 Billion | TechCrunch,http://techcrunch.com/2009/11/11/hp-acquires-3com-for-2-7-billion/
HP acquired 3PAR in 2010,3PAR,HP,2010,2/09/2010,"$2,400,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/da22e6bdd40f66fb9e7675effb4a2075,Done Deal: HP Gets 3PAR For $2.35 Billion In Cash | TechCrunch,http://techcrunch.com/2010/09/02/done-deal-hp-gets-3par-for-2-35-billion-in-cash/
HP acquired ABB CADE in 1991,ABB CADE,HP,1991,31/12/1991,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/839ebdf32658ad2af51ddcd2de4912f4,Hewlett-Packard acquired ABB CADE,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_ABB_CADE_Intl_GmbH_ABB_CADE_AG_from_ABB_Corp-227950040
HP acquired Apollo Computer in 1989,Apollo Computer,HP,1989,13/04/1989,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/285570eaab7393f21bb4ee78a3e2c9e1,"COMPANY NEWS, Apollo Computer Sale To Hewlett-Packard",http://www.nytimes.com/1989/04/13/business/company-news-apollo-computer-sale-to-hewlett-packard.html
HP acquired AppIQ in 2005,AppIQ,HP,2005,19/09/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/acfaaa84e3be4aaf60d8efce28e3fd58,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Applied Optoelectronic Tech in 1991,Applied Optoelectronic Tech,HP,1991,28/01/1991,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6c8c40b956ea7f3e1eb57c03afd4656c,Hewlett-Packard acquired Applied Optoelectronic Tech,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_Applied_Optoelectronic_Tech-183783020
HP acquired ArcSight in 2010,ArcSight,HP,2010,13/09/2010,"$1,500,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/67f7a166a255c18f299fdcdfbd4e1d87,Hewlett-Packard acquired ArcSight,http://online.wsj.com/news/articles/SB10001424052748703897204575488013169090950
HP acquired Arteis in 2007,Arteis,HP,2007,24/04/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e298da0e2e232140071dba7a77ed1801,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Artivision Technologies in 2001,Artivision Technologies,HP,2001,6/09/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/59d7448b3569124efb74d2ac75bf445e,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Atos Origin Middle East group in 2007,Atos Origin Middle East group,HP,2007,22/10/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6f3c5aeaea45119ed0c19cb86989967b,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Autonomy Corporation in 2011,Autonomy Corporation,HP,2011,18/08/2011,"$10,200,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/3afec296fe560c5ca3ab3774482ccbc9,HP To Buy Enterprise Software Autonomy For $10.2 Billion In Cash | TechCrunch,http://techcrunch.com/2011/08/18/hp-to-buy-enterprise-software-autonomy-for-10-billion/
HP acquired Avantek in 1991,Avantek,HP,1991,8/08/1991,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1d0ceea865019a3530ac1d3016a46fe5,Hewlett-Packard to Buy Avantek for $82.8 Million,http://articles.latimes.com/1991-08-08/business/fi-486_1_hewlett-packard
HP acquired Bitfone Corporation in 2006,Bitfone Corporation,HP,2006,20/12/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/30498e5521d50988f0baca79f38d7684,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Bluestone Software in 2001,Bluestone Software,HP,2001,18/01/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/97c2f9eceead94bba5bea2d04af1d18b,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Bristol Technology in 2007,Bristol Technology,HP,2007,5/02/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d15786a82dec53f77d2bd9ca06033f26,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired BT & D Technologies in 1993,BT & D Technologies,HP,1993,20/09/1993,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/63b9d11be4cec9dd19f701d84aa5e341,Hewlett-Packard acquired BT & D Technologies,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_BT_D_Technologies_Dupont_BT_from_BT_Group_PLC-333945040
HP acquired CaLan in 1995,CaLan,HP,1995,15/06/1995,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/216d44ffe61b6f1ae30ce360cc5dff0d,Hewlett-Packard acquired CaLan,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_CaLan_Inc-409676020
HP acquired CEC Europe Service Management in 2004,CEC Europe Service Management,HP,2004,13/05/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/897dd7c841d52f2b742eabee5c871f05,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired CGNZ in 2005,CGNZ,HP,2005,7/09/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/77217dec3852bb0d7c4e67777ed66b86,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
