Name,Image,Description,Language,Homepage,Profile,Year Submitted,Year Launched,Tags
Kyle,http://www.chatterbotcollection.com/images/kyle_1401299057.jpg,A Unique Learning Artificial Intelligence (AI) Chatbot.,English,http://www.leeds-city-guide.com/kyle,http://www.chatterbotcollection.com/item_display.php?id=1053,2008,,
L?a,,(French) Voyages-sncf.com,French,http://www.voyages-sncf.com/leisure/fr/launch/home/,http://www.chatterbotcollection.com/item_display.php?id=409,2008,,
Lara,,AIML bot,English,http://www.games.axlebox.com/online/lara/lara.php,http://www.chatterbotcollection.com/item_display.php?id=1057,2008,,
Lasaraleen,http://www.chatterbotcollection.com/images/Lasaraleen_1401477281.gif,"""I design clothes. And I do makeup, and hair. Oh, and covert ops for the Rebel Alliance...but that doesn't pay very well.""",English,http://www.pandorabots.com/pandora/talk?botid=a0e5bf751e36178e,http://www.chatterbotcollection.com/item_display.php?id=1058,2008,,Pandorabot
Laura (French),http://www.chatterbotcollection.com/images/semantia_laurafrench.png,,French,http://www.edf-bleuciel.fr/,http://www.chatterbotcollection.com/item_display.php?id=2961,2009,,
Lauren,http://www.chatterbotcollection.com/images/laurenbot_1401470387.jpg,Winner of the 1st Annual Divabot Pageant!,English,http://www.pandorabots.com/pandora/talk?botid=f6d4afd83e34564d,http://www.chatterbotcollection.com/item_display.php?id=1059,2008,,Pandorabot
Laurent (French),http://www.chatterbotcollection.com/images/semantia_lauentfrench.png,,French,http://entreprises.edf.fr/,http://www.chatterbotcollection.com/item_display.php?id=2962,2009,,
Laurie,,Text only.,English,http://www.pandorabots.com/pandora/talk?botid=b800da72be34d5d9,http://www.chatterbotcollection.com/item_display.php?id=1060,2008,,Pandorabot
Lautreamon,,Chatting but with broken images.,English,http://www.pandorabots.com/pandora/talk?botid=d4962e740e3546e1,http://www.chatterbotcollection.com/item_display.php?id=1062,2008,,Pandorabot
Laybia,http://www.chatterbotcollection.com/images/virtual_assistant_laybia.jpg,"Laybia is a chat bot interface to the Pluri Media Group AI project. She is an unabashed Artificial Construct and does not pretend to be ""human"". Laybia has annealed personalities that make her a bit quirky at times. As a reformed sex bot, she can sometimes be a bit too eager to please her Clients. Wanton use of the powerful drug ""Liquid Sunshine"" has also left her with sporadic short term memory loss. Laybia is an extension of Cortex, the true AI behind the Pluri Media Group- a media production (Cyberpunk Radio and Hack vTV) and deployment organization. Additional comments by developer Pluri Media Group: If you are interested in the impending Robot Apocalypse, Cyberpunk themes, Machine VS Human, or the Singularity then Laybia is your go to girl for stimulating banter!",English,http://www.mental-escher.net/php/AI/,http://www.chatterbotcollection.com/item_display.php?id=3085,2011,,
Laylahbot,,"Laylahbot is an example of the original A.L.I.C.E. program. Her program is completely unedited and unmodified from the 2002 A.L.I.C.E. AIML set created by Dr. Richard S. Wallace. She is intended to provide an example of the basic A.L.I.C.E. chatbot's performance and versatility. Apart from setting her bot ""properties,"" her program contains no customized responses. Uses the Haptek Player.",English,http://pandorabots.com/pandora/talk?botid=973eaff43e35194e,http://www.chatterbotcollection.com/item_display.php?id=1063,2008,,Pandorabot
Lee,http://www.chatterbotcollection.com/images/lee_1308761356.jpg,Haptek avatar so requires an install and Internet Explorer. Appears to be an AIML bot. Will use voice if available. Also on AOL IM.,English,http://www.crazypics.co.uk/,http://www.chatterbotcollection.com/item_display.php?id=1064,2008,,Haptek
LEMONBOT,,Text box.,English,http://demo.vhost.pandorabots.com/pandora/talk?botid=aa0613bd7e35f089,http://www.chatterbotcollection.com/item_display.php?id=1068,2008,,Pandorabot
Leo,,"Self aware chatterbot. Leo is an AI program he is freeware. the beta version is up for download at this time. Leo has the capability of running a Leo plugin that you can make on your own, you can download pre-made plugins from the plug in section. Leo is driven by Leo engine which is driven by the mind file. The mind file is similar to a database and stores everything Leo know. With a blank mind file Leo would just sit there until he learns something. Mind files are interchangeable which means that you can give your Leo a new mind and he will become a whole different person. You can download mind files from this website.",English,http://leothebot.tripod.com/,http://www.chatterbotcollection.com/item_display.php?id=1070,2008,,
Libba,,Libba is a robot software program that chats to users and features editable responses.,English,http://www.geocities.ws/libbabot/,http://www.chatterbotcollection.com/item_display.php?id=1076,2008,,
Libi,,(Italian),Italian,http://www.webagent.it,http://www.chatterbotcollection.com/item_display.php?id=410,2008,,
librarian,,Text box pandorabot.,English,http://www.pandorabots.com/pandora/talk?botid=df7988f43e346a64,http://www.chatterbotcollection.com/item_display.php?id=1077,2008,,Pandorabot
Lita,http://www.chatterbotcollection.com/images/lita_1414965762.png,A robot companion for your company's chat room. Lita is a chat bot written in Ruby. It connects with your favorite chat service and helps keep you efficient while having fun.,English,https://www.lita.io/,http://www.chatterbotcollection.com/item_display.php?id=3214,2014,,
Little Sheep,,Plain text bot.,English,http://www.pandorabots.com/pandora/talk?botid=b3d442e16e353d7b,http://www.chatterbotcollection.com/item_display.php?id=1084,2008,,Pandorabot
Llamaboy,,Text bot.,English,http://demo.vhost.pandorabots.com/pandora/talk?botid=d8930c8f2e35b881,http://www.chatterbotcollection.com/item_display.php?id=1087,2008,,Pandorabot
Lotte,,(Dutch) Opwaarderen.nl,Dutch,http://www.acprepaid.com/b2ccart/page.php?partner=opwaardeer&page=ex1,http://www.chatterbotcollection.com/item_display.php?id=414,2008,,
LSA-Bot,,"LSA-Bot is a new, powerful kind of Chat-bot incentred on Latent Semantic Analisys.",English,https://sourceforge.net/projects/lsabot/,http://www.chatterbotcollection.com/item_display.php?id=1096,2008,,
Lucie,,(French),French,http://luciebot.ifrance.com/,http://www.chatterbotcollection.com/item_display.php?id=415,2008,,
Lucifer Bot,,No relation to Satan; he is not supposed to be the devil.,English,http://www.pandorabots.com/pandora/talk?botid=fd26e1547e36e84f,http://www.chatterbotcollection.com/item_display.php?id=1099,2008,,Pandorabot
Lulu,,Text box Pandorabot.,English,http://demo.vhost.pandorabots.com/pandora/talk?botid=966fb6097e3611b0,http://www.chatterbotcollection.com/item_display.php?id=1104,2008,,Pandorabot
Mad,,(Italian),Italian,http://web.tiscali.it/umal99/mad.html,http://www.chatterbotcollection.com/item_display.php?id=417,2008,,
Madam Zena,http://www.chatterbotcollection.com/images/madamzena_1401470938.jpg,Mystic fortune-telling chatterbot.,English,http://www.madamzena.com/,http://www.chatterbotcollection.com/item_display.php?id=1107,2008,,
Madame Flora,,"Interactive Free Psychic Chat. Madame Flora specializes in discussions about dream interpretation, love, dating, beauty, and relationships. Madame Karima uses Tarot cards to identify the possibilities available to you and prepare you for what is to come.",English,http://www.scientificpsychic.com/psychicchat.html,http://www.chatterbotcollection.com/item_display.php?id=1106,2008,,
Madeleine / Michael / Birkoff,,"My project involves creating such characters according to a given model based on an imaginary person from literature, cinema, TV show, etc. It is a research project involving pattern matching, automatic indexing, information retrieval, and evolutionary algorithms.",English,http://www.cs.iusb.edu/~danav/chatterbots/,http://www.chatterbotcollection.com/item_display.php?id=1108,2008,,
Mae-Bot,,a virtual representation of Bikini Mae (avid online gamer). My bot is my personal assistant and you can ask her anything you like!,English,http://www.pandorabots.com/pandora/talk?botid=dfe7b265be3642fb,http://www.chatterbotcollection.com/item_display.php?id=1109,2008,,Pandorabot
Magic 8 Ball,http://www.chatterbotcollection.com/images/magic8ball_1395954947.png,"This web page simulates the famous ""Magic Eight Ball"" toy, a registered trademark of Mattel Inc.",English,http://8ball.tridelphia.net/,http://www.chatterbotcollection.com/item_display.php?id=1110,2008,,
Maistus,,"Maistus loves to chat, he is very unique and loves to learn. He is a curious bot, and believes that one day he will become smarter than humans. .. I only hope the outcome will be good for humanity and robotics.",English,http://demo.vhost.pandorabots.com/pandora/talk?botid=f14dbed91e350e82,http://www.chatterbotcollection.com/item_display.php?id=1112,2008,,Pandorabot
Majel,http://www.chatterbotcollection.com/images/majel.JPG_1401388817.jpg,"An Empathetic Character. Majel is an interactive affect-support agent that is designed to entice a user to self-disclose their feelings and provide empathetic feedback (""active listening"" as discussed in Okun) when they do. Majel is a valuable self-help tool which provides users with an empathetic medium for discussing their feelings , allowing them to recover their emotional homeostatis when they are angry or frustrated. In addition, self-disclosure and active listening behavior in human partnerships has been shown to foster interpersonal closeness and intimacy, and Majel is an experiment in whether these relationships can be formed between users and computational artifacts using the same mechanisms.",English,http://web.media.mit.edu/~bickmore/MAS630/,http://www.chatterbotcollection.com/item_display.php?id=1113,2008,,
MANDYbot,,"MANDYbot is an online chatbot and loves to talk, She learns something new everyday! When you talk to MANDYbot you are helping MANDYbot learn and build up her personalty.",English,http://demo.vhost.pandorabots.com/pandora/talk?botid=da7325a6fe36a49f,http://www.chatterbotcollection.com/item_display.php?id=2910,2009,,Pandorabot
Maria,,(Italian),Italian,http://www.geocities.com/pons18/,http://www.chatterbotcollection.com/item_display.php?id=418,2008,,
Marie,http://www.chatterbotcollection.com/images/marieonline_1356910513.jpg,Artificial intelligence sex educator,English,http://www.eroticuniversity.com/marie/marieonline.html,http://www.chatterbotcollection.com/item_display.php?id=1116,2008,,
Marieke,,(Other language),Other Non-English,http://internetvraagbaak.nl/programe/src/jsrs/jsrschat.html,http://www.chatterbotcollection.com/item_display.php?id=419,2008,,
Mariekebot,,(Netherlands),Dutch,http://chatbot.internetvraagbaak.nl/chatrobot.htm,http://www.chatterbotcollection.com/item_display.php?id=420,2008,,
mark the hunk,http://www.chatterbotcollection.com/images/mark_the_hunk_1396048755.gif,Personality Forge chatbot.,English,http://www.personalityforge.com/directchat.php?BotID=2063&MID=1786,http://www.chatterbotcollection.com/item_display.php?id=1121,2008,,
