Company,"Know to use the ""Double Irish Arrangement""?",Discloses Likely Tax Payments from Repatriation,Citizen for Tax Justice ID,Category,Description,Turnover,Profit,Employees,Address,Profile on Irish Times,Coordinates,Image,Sources,Sources Link,Homepage,Twitter
Loyaltybuild,,,,Media And Marketing,"Loyaltybuild, an Affinion International company, is a loyalty marketing company, with headquarters in Ireland. Since 1999, it has partnered with many companies to create, manage and deliver customer loyalty programmes that help build businesses and brands. It delivers innovative customer loyalty programmes to major retailers, utilities and service providers across Europe in Ireland, Scandinavia, Switzerland and the United Kingdom.","€11,200,000","€4,500,000",52,Loyaltybuild  Station Road  Ennis  Co Clare,http://www.top1000.ie/loyaltybuild,"52.840697,-8.979377",,,,http://www.loyaltybuild.com/,
LSI Storage,,,,Consumer Technology,"Headquartered in USA, LSI Storage Ireland Ltd is in the business of undertaking research and development activities focusing on the Gigabit Ethernet market with solutions for the LAN on Motherboard, switch/router, network interface card and network attached storage markets. Its Cork operation closed in 2013 reducing Irish employment from 26 to 15 now based in its Dublin design centre.","€113,800,000","€2,100,000",23,4/4A Prince's Street South  Dublin 2,http://www.top1000.ie/lsi-storage,"53.346615,-6.250215",http://www.top1000.ie/images/logo/lsi-storage,,,http://www.lsi.com/,@lsistorage
Lufthansa,,,,Transport,"Lufthansa Technik Airmotive Ireland (LTAI) undertakes the repair and overhaul of CFM International and Pratt & Whitney engines and their accessories.In addition to engine repair and overhaul services, LTAI also offers its contracted customers access to spare engines.Customers can also avail of LTAI’s support services where LTAI staff are available to solve technical problems to ensure customer’s flight operations experience minimal disruption caused by engine related events.Established in 1980 the company is wholly owned by Lufthansa Technik AG (LHT), the Maintenance Repair and Overhaul (MRO) subsidiary of Lufthansa German Airlines.","€232,400,000","€38,600,000","1,097",Postal Address:  Lufthansa Technik Airmotive Ireland  Naas Road  Rathcoole  Co. Dublin.  Ireland ,http://www.top1000.ie/lufthansa,"53.274543,-6.47908",,,,http://www.ltai.ie/,
Luxottica,,,,Retailing,"Luxxotica is a leader in premium, luxury and sports eyewear with approximately 7,100optical and sun retail stores in North America, Asia-Pacific, China, South Africa, Latin America and Europe, and a strong, well-balanced brand portfolio.Luxottica Trading and Finance Limited is an Irish subsidiary. It is involved in sourcing and distributing designer sunglasses as well as offering treasury services for the parent company, according to the company's accounts","€683,400,000","€51,000,000",51,70 SirJohn Rogerson Quay  Dublin 2,http://www.top1000.ie/luxottica,"53.345279,-6.235216",http://www.top1000.ie/images/logo/luxottica,,,http://www.luxottica.com/en/,@luxotticagroup
M & J Gleeson,,,,Food,"The principal activities of the group are the manufacture of mineral water, soft drinks, cider and cream liqueurs and the wholesale distribution of the beers wines and spirits manufactured by the group. Established by the Gleeson family in the late 1960’s in Borrisoleigh, County Tipperary, Gleeson was a manufacturer of soft drinks and a bottler of a well-known stout brand. The company was acquired by brothers Patrick and Nicholas Cooney in June 1974.In 1976, its first Dublin depot was opened. Indeed, over the years the company gradually expanded – acquiring wholesale companies across Ireland. The largest of these acquisitions was the purchase of United Beverages’ business outside of Dublin in September 2005 (previously owned by Diageo).The company has manufactured some of Ireland’s best known brands, including Tipperary Water, Finches soft drinks and Crystal Springs.In November 2012, the group was acquired by C&C.","€154,500,000","-€38,100,000",625,Gleeson Group  16 Cherry Orchard Industrial Estate  Ballyfermot  Dublin 10.,http://www.top1000.ie/m-j-gleeson,"53.35,-6.366667",,,,http://www.gleesongroup.ie/,
M.W. Ireland,,,,Energy,"M.W. Ireland is a Group holding company. The principal activity of the Group is the distribution of fuel oil for domestic, industrial and commercial use. While M.W. Ireland has no employees, the group of which it is part has 25 employees.The company has offices on the Dock Road, Limerick.","€86,900,000","€400,000",25,Atlas Avenue  Dock Road  Limerick,http://www.top1000.ie/mw-ireland,"52.656521,-8.648928",,,,,
M/A-COM Technology Solutions,,,,Technology,,"€36,600,000","€8,000,000",49,4 Eastggate Road  Little Island  Cork,http://www.top1000.ie/macom-technology-solutions,"51.896389,-8.378889",,,,http://www.macomtech.com/,
Magellan Aviation Services,,,,Transport,"Shannon-based Magellan Aviation Services is part of the Magellan Group, an aftermarket supplier of aircraft products and services and an engine leasing and trading company. It supports three segments of the air transport industry; commuter/regional turbo-prop, regional jet; and commercial narrow-body and wide-body.","€39,100,000","€5,600,000",19,10/11 Distribution Centre  Shannon Free Zone County  Clare  Ireland,http://www.top1000.ie/magellan-aviation-services,"52.707882,-8.885236",,,,http://www.magellangroup.net/,
Manderley Food Group,,,,Food,"The Manderley Food Group manufactures crisps. It owns brands including Tayto, Real, Golden Wonder, Jonathan Crisp, Red Mill and Mr Porky.","€165,600,000","€5,200,000","1,518",Tayto Castle  Tandagree  Craigavon  Co Armagh  BT62 2 AB,http://www.top1000.ie/manderley-food-group,"54.354793,-6.41814",http://www.top1000.ie/images/logo/manderley-food-group,,,http://www.tayto.com/,@TaytoNationNI
Manpower,,,,Professional Services,"Manpower is part of ManpowerGroup, a permanent recruitment and contingent workforce solutions providerr, with nearly 3,800 offices in over 80 countries, with 400,000 clients per year. Manpower specialises in contingent and permanent recruitment workforce solutions. Manpower has provided organisations in Ireland with a suite of staffing solutions for over 38 years, working with organisations ranging from small and medium sized enterprises to multinational companies. Its services encompass talent attraction and assessment, training, permanent and temporary placement, volume recruitment, recruitment process outsourcing, managed services and tailored workforce solutions. The group carries out extensive research on the world of work, including the quarterly Manpower Employment Outlook Survey and the annual Talent Shortage Survey.","€49,900,000","€600,000","1,346",Head Office  8 Harcourt Street  Dublin 2,http://www.top1000.ie/manpower,"53.336973,-6.263076",http://www.top1000.ie/images/logo/manpower,,,http://www.manpower.ie/,@ManpowerIreland
Marine Harvest,,,,Agribusiness,"Marine Harvest (Comhlucht Iascaireacht Fanad Teoranta) operates a fully-integrated salmon breeding, farming and processing operation. It produces both organic salmon and premium Eco-Label salmon which is distributed in Ireland, Europe and North America. Donegal is its main base. It employs some 250 people in Ireland. Marine harvest is part of the international group Marine Harvest International which is based in Bergen, Norway. Globally it employs some 6200 people and in 22 countries worldwide","€59,100,000","€1,200,000",239,Kindrum  Letterkenny  Co. Donegal,http://www.top1000.ie/marine-harvest,"55.249298,-7.687911",,,,http://www.marineharvest.com/,
Marks and Spencer,,,,Food,"Marks and Spencer is one of the UK's leading retailers, with more than 700 stores across the UK. It sells sells clothing, home products and food, responsibly sourced from around 2,000 suppliers globally.","€537,000,000",,"2,300",24-29 Mary Street  Dublin 1,http://www.top1000.ie/marks-and-spencer,"53.348976,-6.264916",http://www.top1000.ie/images/logo/marks-and-spencer,,,http://www.marksandspencer.ie/,@mandsireland
Marlbank,,,,Food,"Marlbank is the parent company of Hilton Meats (International) and one of a small group of successful red meat processors in the north. It employs 12 people.Hilton Meats pack liver, hearts and kidneys from beef, pork and lamb. The company supplies the major British supermarket multiples.","€108,900,000","€1,400,000",8,8 Laganbank Road  Belfast  BT1 3LR,http://www.top1000.ie/marlbank,"54.59625,-5.915017",,,,http://www.hiltonmeats.com/,
Mars Foods,,,,Food,"Mars Foods Ireland, a subsidiary of US group Mars Inc, sells and markets Mars food products in the Republic of Ireland. The company markets brands including Domino, Uncle Ben's, Pedigree, Whiskas, Mars, Galaxy, Twix and M&Ms.","€127,800,000","€5,400,000",131,Burton Court  Burton Hall Rd  Sandyford  Dublin 18,http://www.top1000.ie/mars-foods,"53.273613,-6.20299",,,,http://www.mars.com/,
Martin Brower Metroplex,,,,Transport,"Martin Brower Metroplex is a distributor of food products to McDonald’s restaurants across Ireland. It also does inventory management, product sourcing, warehousing and training.Metroplex was acquired by global food distributor Martin Brower in 2009 and the business operates from Kilcarbery Park in Dublin employing some 60 people.","€81,200,000","€700,000",71,Kilcarbery Park  Nangor Road  Clondalkin  Dublin 22,http://www.top1000.ie/martin-brower-metroplex,"53.319693,-6.441443",,,,http://www.martinbrower.ie/,
Mason Hayes & Curran,,,,Professional Services Law,"Mason Hayes & Curran is a full service business law firm with 70 partners and offices in Dublin, New York and London.Key areas of expertise include mergers and acquisitions, securities law, tax, financial services and litigation across a range of sectors including energy, healthcare, technology, real estate and banking.","€48,000,000",,340,"South Bank House, Barrow Street, Dublin 4, Ireland",http://www.top1000.ie/mason-hayes-curran,"53.341704,-6.236301",http://www.top1000.ie/images/logo/mason-hayes-curran,,,http://www.mhc.ie/,@mhclawyers
Masonite Ireland,,,,Manufacturing,"Masonite Ireland manufactures moulded door facings, which it supplies direct to door-manufacturing partners across 32 countries.","€35,000,000",,125,Derryoughter  Drumsna  Carrick-on-Shannon  Co Leitrim,http://www.top1000.ie/masonite-ireland,"53.919956,-7.988536",,,,http://www.masonite-components.com/,
Mater Hospital,,,,Health,"The Mater Misericordiae University Hospital is a charitable voluntary hospital. It was established in 1861 under the auspices of Catherine McAuley and the Sisters of Mercy. It is a university teaching hospital providing acute and tertiary specialist services. The population of its local catchment area is approximately 185,000. The Mater Misericordiae University Hospital has approximately 600 beds (at full capacity) including day beds.","€255,800,000","-€15,900,000","2,536",Eccles Street  Dublin 7,http://www.top1000.ie/mater-hospital,"53.35844,-6.267084",http://www.top1000.ie/images/logo/mater-hospital,,,http://www.mater.ie/,@TheMaterFoundat
Matheson,,,,Professional Services Law,"Headquartered in Dublin, and with offices in London, New York and Palo Alto, Matheson employs over 350 legal and tax professionals, and more than 600 people work across its four locations.It is engaged in more than 20 distinct practice areas, including asset management and investment funds, aviation and asset finance, banking and financial services, commercial litigation and dispute resolution, corporate, healthcare, insolvency and corporate restructuring, insurance, intellectual property, international business, structured finance and tax.","€98,500,000",,600,70 Sir John Rogerson's Quay  Dublin 2,http://www.top1000.ie/matheson,"53.345279,-6.235216",,,,http://www.matheson.com/,
Matrox,,,,Business Technology,"Matrox Europe designs hardware and software for graphics, video, and industrial imaging applications. The hardware includes video imaging boards and graphics boards for computer maufacturers, computer equipment distributors and end users. It employs 24 people from its Cork operation. Matrox Europe has one subsidiary Matrox Asia Ltd which sells to other companies from its bases in Hong Kong and Beijing . Its parent company Matrox is headquartered in Montreal, Canada.","€47,400,000","€800,000",24,Unit 2400 Cork Airport Business Park  Cork,http://www.top1000.ie/matrox,"51.866813,-8.480412",,,,http://www.matrox.com/,
