Document Name,Company,Document Type,Year,Country Codes,Tags,Target System,Product,Document Page,Download Link,Spy FIles Release
Wolfhound Lite Cellphone Detector,Berkeley Varitronics Systems,Brochure,2011,United States,"SIGINT, Lawful Interception, Cell Phone Detection, Hardware",,,https://wikileaks.org/spyfiles/docs/BERKELEYVARITRONICS_2011_WolfLiteCell_en.html,www.wikileaks.org/spyfiles/docs/BERKELEYVARITRONICS-2011-WolfLiteCell-en.pdf,Spy Files 3
Wolfhound Pro,Berkeley Varitronics Systems,Brochure,2011,United States,"Lawful Interception, SIGINT",,,https://wikileaks.org/spyfiles/docs/BERKELEYVARITRONICS_2011_WolfPro_en.html,www.wikileaks.org/spyfiles/docs/BERKELEYVARITRONICS-2011-WolfPro-en.pdf,Spy Files 3
Zimiti C-IDS Unattended Ground Sensors Covert Intrusion Detection System,Digital Barriers,Brochure,2011,"United Kingdom, France, United States, United Arab Emirates, Singapore","Covert Surveillance Devices, Tactical Interception Devices, Seismic Vibration Sensors",,,https://wikileaks.org/spyfiles/docs/DIGITALBARRIERS_2011_ZimiC_IDUnat_en.html,www.wikileaks.org/spyfiles/docs/DIGITALBARRIERS-2011-ZimiC-IDUnat-en.pdf,Spy Files 3
Anti-Virus-Results-FinSpy-4.10.xlsx,Gamma,Anti Virus Results FinSpy 4.10,2012,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/Anti-Virus-Results-FinSpy-4.10.xlsx,Spy Files 4
Anti-Virus-Results-FinSpy-PC-4.40.xlsx,Gamma,Anti Virus Results FinSpy 4.40,2013,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/Anti-Virus-Results-FinSpy-PC-4.40.xlsx,Spy Files 4
Anti-Virus-Results-FinSpy-PC-4.50.xlsx,Gamma,Anti Virus Results FinSpy PC 4.50,2014,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/Anti-Virus-Results-FinSpy-PC-4.50.xlsx,Spy Files 4
Anti-Virus-Results-FinSpy-PC-4.51.xlsm,Gamma,Anti Virus Results FinSpy PC 4.51,2014,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/Anti-Virus-Results-FinSpy-PC-4.51.xlsm,Spy Files 4
Anti-Virus-Results-FinUSB-Suite-3.2.xlsx,Gamma,Anti Virus Results FinUSB Suite 3.2,2011,,,,FinUSB,,https://wikileaks.org/spyfiles4/documents/Anti-Virus-Results-FinUSB-Suite-3.2.xlsx,Spy Files 4
Basic IT Intrusion Syllabus.pdf,Gamma,Training Glossary,2011,,,,FinTraining,,https://wikileaks.org/spyfiles4/documents/Basic%20IT%20Intrusion%20Syllabus.pdf,Spy Files 4
Device-Tests-FinSpyMobile4.40.xlsx,Gamma,Device Tests FinSpy Mobile 4.40,2013,,,,FinSpy Mobile,,https://wikileaks.org/spyfiles4/documents/Device-Tests-FinSpyMobile4.40.xlsx,Spy Files 4
Device-Tests-FinSpyMobile4.51.xlsx,Gamma,Device Tests FinSpy Mobile 4.51,2014,,,,FinSpy Mobile,,https://wikileaks.org/spyfiles4/documents/Device-Tests-FinSpyMobile4.51.xlsx,Spy Files 4
FFUSB SW License Docs.pdf,Gamma,Software License Sample,unspecified,,,,FinFly USB,,https://wikileaks.org/spyfiles4/documents/FFUSB%20SW%20License%20Docs.pdf,Spy Files 4
FinFireWire-2.0-Specifications.doc,Gamma,Product Specifications,2011,,,,FinFireWire,,https://wikileaks.org/spyfiles4/documents/FinFireWire-2.0-Specifications.doc,Spy Files 4
FinFireWire-2.2-User-Manual.docx,Gamma,User Manual,2011,,,,FinFireWire,,https://wikileaks.org/spyfiles4/documents/FinFireWire-2.2-User-Manual.docx,Spy Files 4
FinFireWire-Catalog.pdf,Gamma,Brochure,2010,,,,FinFireWire,,https://wikileaks.org/spyfiles4/documents/FinFireWire-Catalog.pdf,Spy Files 4
FinFireWire-Video.wmv,Gamma,Video,2010,,,,FinFireWire,,https://wikileaks.org/spyfiles4/documents/FinFireWire-Video.wmv,Spy Files 4
FinFisher - Internal Newsletter Aug 2010.pdf,Gamma,Newsletter,2010,,,,Misc,,https://wikileaks.org/spyfiles4/documents/FinFisher%20-%20Internal%20Newsletter%20Aug%202010.pdf,Spy Files 4
FinFisher - Internal Newsletter Jul 2011.pdf,Gamma,Newsletter,2011,,,,Misc,,https://wikileaks.org/spyfiles4/documents/FinFisher%20-%20Internal%20Newsletter%20Jul%202011.pdf,Spy Files 4
FinFisher - Internal Newsletter Mar 2011.pdf,Gamma,Newsletter,2011,,,,Misc,,https://wikileaks.org/spyfiles4/documents/FinFisher%20-%20Internal%20Newsletter%20Mar%202011.pdf,Spy Files 4
FinFisher_Price_list_2014_v20131216.xltx,Gamma,Price List,2010,,,,Misc,,https://wikileaks.org/spyfiles4/documents/FinFisher_Price_list_2014_v20131216.xltx,Spy Files 4
FinFly Exploit-Read This.txt,Gamma,Instructions for sales,unspecified,,,,FinFly Exploit,,https://wikileaks.org/spyfiles4/sales/Read%20This.txt,Spy Files 4
FinFly-Exploit-Catalog.pdf,Gamma,Brochure,2010,,,,FinFly Exploit,,https://wikileaks.org/spyfiles4/documents/FinFly-Exploit-Catalog.pdf,Spy Files 4
FinFly-ISP-Catalog.pdf,Gamma,Brochure,2010,,,,FinFly ISP,,https://wikileaks.org/spyfiles4/documents/FinFly-ISP-Catalog.pdf,Spy Files 4
FinFly-ISP-Video.wmv,Gamma,Video,2010,,,,FinFly ISP,,https://wikileaks.org/spyfiles4/documents/FinFly-ISP-Video.wmv,Spy Files 4
FinFly-LAN-Catalog.pdf,Gamma,Brochure,2010,,,,FinFly LAN,,https://wikileaks.org/spyfiles4/documents/FinFly-LAN-Catalog.pdf,Spy Files 4
FinFly-LAN-Video.wmv,Gamma,Video,2010,,,,FinFly LAN,,https://wikileaks.org/spyfiles4/documents/FinFly-LAN-Video.wmv,Spy Files 4
FinFly-Net-Catalog.pdf,Gamma,Brochure,2010,,,,FinFly Net,,https://wikileaks.org/spyfiles4/documents/FinFly-Net-Catalog.pdf,Spy Files 4
FinFly-USB-1.0-Specifications.doc,Gamma,Product Specifications,2010,,,,FinFly USB,,https://wikileaks.org/spyfiles4/documents/FinFly-USB-1.0-Specifications.doc,Spy Files 4
FinFly-USB-1.0-User-Manual.doc,Gamma,User Manual,2010,,,,FinFly USB,,https://wikileaks.org/spyfiles4/documents/FinFly-USB-1.0-User-Manual.doc,Spy Files 4
FinFly-USB-Catalog.pdf,Gamma,Brochure,2010,,,,FinFly USB,,https://wikileaks.org/spyfiles4/documents/FinFly-USB-Catalog.pdf,Spy Files 4
FinFly-USB-Video.wmv,Gamma,Video,2010,,,,FinFly USB,,https://wikileaks.org/spyfiles4/documents/FinFly-USB-Video.wmv,Spy Files 4
FinFly-Web-Catalog.pdf,Gamma,Brochure,2010,,,,FinFly Web,,https://wikileaks.org/spyfiles4/documents/FinFly-Web-Catalog.pdf,Spy Files 4
FinFly-Web-Video.wmv,Gamma,Video,2010,,,,FinFly Web,,https://wikileaks.org/spyfiles4/documents/FinFly-Web-Video.wmv,Spy Files 4
FinIntrusion-Kit-2.2-Product-Training.pptx,Gamma,Product Training,unspecified,,,,FinIntrusion Kit,,https://wikileaks.org/spyfiles4/documents/FinIntrusion-Kit-2.2-Product-Training.pptx,Spy Files 4
FinIntrusion-Kit-2.2-Specifications.docx,Gamma,Product Specifications,2011,,,,FinIntrusion Kit,,https://wikileaks.org/spyfiles4/documents/FinIntrusion-Kit-2.2-Specifications.docx,Spy Files 4
FinIntrusion-Kit-2.2-User-Manual.docx,Gamma,User Manual,2011,,,,FinIntrusion Kit,,https://wikileaks.org/spyfiles4/documents/FinIntrusion-Kit-2.2-User-Manual.docx,Spy Files 4
FinIntrusion-Kit-Video.wmv,Gamma,Video,2010,,,,FinIntrusion Kit,,https://wikileaks.org/spyfiles4/documents/FinIntrusion-Kit-Video.wmv,Spy Files 4
FinIntrusionCourse_2011-07-25.pptx,Gamma,Intrusion Training,2011,,,,FinTraining,,https://wikileaks.org/spyfiles4/documents/FinIntrusionCourse_2011-07-25.pptx,Spy Files 4
FinIntrusionKit-Catalog.pdf,Gamma,Brochure,2010,,,,FinIntrusion Kit,,https://wikileaks.org/spyfiles4/documents/FinIntrusionKit-Catalog.pdf,Spy Files 4
FinSpy Installation & Training Syllabus.pdf,Gamma,Training Glossary,unspecified,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/FinSpy%20Installation%20&%20Training%20Syllabus.pdf,Spy Files 4
FinSpy-3.10-Product_Training.pptx,Gamma,Product Training,unspecified,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/FinSpy-3.10-Product_Training.pptx,Spy Files 4
FinSpy-3.10-Specifications.doc,Gamma,Product Specifications,2011,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/FinSpy-3.10-Specifications.doc,Spy Files 4
FinSpy-3.10-User-Manual.docx,Gamma,User Manual,2011,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/FinSpy-3.10-User-Manual.docx,Spy Files 4
FinSpy-Catalog.pdf,Gamma,Brochure,2010,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/FinSpy-Catalog.pdf,Spy Files 4
FinSpy-Mobile-Catalog.pdf,Gamma,Brochure,2010,,,,FinSpy Mobile,,https://wikileaks.org/spyfiles4/documents/FinSpy-Mobile-Catalog.pdf,Spy Files 4
FinSpy-Mobile-Video.wmv,Gamma,Video,2010,,,,FinSpy Mobile,,https://wikileaks.org/spyfiles4/documents/FinSpy-Mobile-Video.wmv,Spy Files 4
FinSpy-Video.wmv,Gamma,Video,2010,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/FinSpy-Video.wmv,Spy Files 4
FinSpyMobile-4.00-User-Manual.docx,Gamma,User Manual,2012,,,,FinSpy Mobile,,https://wikileaks.org/spyfiles4/documents/FinSpyMobile-4.00-User-Manual.docx,Spy Files 4
FinTraining-Catalog.pdf,Gamma,Brochure,2010,,,,FinTraining,,https://wikileaks.org/spyfiles4/documents/FinTraining-Catalog.pdf,Spy Files 4
FinTraining-Video.wmv,Gamma,Video,2010,,,,FinTraining,,https://wikileaks.org/spyfiles4/documents/FinTraining-Video.wmv,Spy Files 4
FinUSB-Suite-3.6-Release-Notes.pdf,Gamma,Release Notes 3.6,2013,,,,FinUSB,,https://wikileaks.org/spyfiles4/documents/FinUSB-Suite-3.6-Release-Notes.pdf,Spy Files 4
FinUSB-Suite-Catalog.pdf,Gamma,Brochure,2010,,,,FinUSB,,https://wikileaks.org/spyfiles4/documents/FinUSB-Suite-Catalog.pdf,Spy Files 4
FinUSB-Suite-Video.wmv,Gamma,Video,2010,,,,FinUSB,,https://wikileaks.org/spyfiles4/documents/FinUSB-Suite-Video.wmv,Spy Files 4
FITK SW License Docs.pdf,Gamma,Software License Sample,2012,,,,"FinFireWire, FinIntrusion Kit",,https://wikileaks.org/spyfiles4/documents/FITK%20SW%20License%20Docs.pdf,Spy Files 4
FSPY SW License Docs.pdf,Gamma,Software License Sample,unspecified,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/FSPY%20SW%20License%20Docs.pdf,Spy Files 4
QA-Test-FinFisher-PC-AV-Ext-4.40_2.xlsx,Gamma,QA-Test-FinFisher-PC-AV-Ext-4.40_2,2013,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/QA-Test-FinFisher-PC-AV-Ext-4.40_2.xlsx,Spy Files 4
Release-Notes-FinFireWire-3.5.pdf,Gamma,Release Notes 3.5,2014,,,,FinFireWire,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinFireWire-3.5.pdf,Spy Files 4
Release-Notes-FinFly-ISP-3.0.pdf,Gamma,Release Notes 3.0,2012,,,,FinFly ISP,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinFly-ISP-3.0.pdf,Spy Files 4
Release-Notes-FinFly-LAN-3.5.pdf,Gamma,Release Notes 3.5,2012,,,,FinFly LAN,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinFly-LAN-3.5.pdf,Spy Files 4
Release-Notes-FinFly-LAN-3.8.pdf,Gamma,Release Notes 3.8,2013,,,,FinFly LAN,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinFly-LAN-3.8.pdf,Spy Files 4
Release-Notes-FinFly-Web-2.2.pdf,Gamma,Release Notes 2.1,2012,,,,FinFly Web,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinFly-Web-2.2.pdf,Spy Files 4
Release-Notes-FinFly-Web-4.0.pdf,Gamma,Release Notes 4.0,2014,,,,FinFly Web,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinFly-Web-4.0.pdf,Spy Files 4
Release-Notes-FinIntrusionKit-2.2.pdf,Gamma,Release Notes 2.2,2011,,,,FinIntrusion Kit,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinIntrusionKit-2.2.pdf,Spy Files 4
Release-Notes-FinIntrusionKit-2.3.pdf,Gamma,Release Notes 2.3,2011,,,,FinIntrusion Kit,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinIntrusionKit-2.3.pdf,Spy Files 4
Release-Notes-FinIntrusionKit-2.4.pdf,Gamma,Release Notes 2.4,2011,,,,FinIntrusion Kit,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinIntrusionKit-2.4.pdf,Spy Files 4
Release-Notes-FinIntrusionKit-4.0.pdf,Gamma,Release Notes 4.0,2013,,,,FinIntrusion Kit,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinIntrusionKit-4.0.pdf,Spy Files 4
Release-Notes-FinSpy-Mobile-4.10.pdf,Gamma,Release Notes 4.10,2012,,,,FinSpy Mobile,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinSpy-Mobile-4.10.pdf,Spy Files 4
Release-Notes-FinSpy-Mobile-4.40.pdf,Gamma,Release Notes 4.40,2013,,,,FinSpy Mobile,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinSpy-Mobile-4.40.pdf,Spy Files 4
Release-Notes-FinSpy-Mobile-4.51.pdf,Gamma,Release Notes 4.51,2014,,,,FinSpy Mobile,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinSpy-Mobile-4.51.pdf,Spy Files 4
Release-Notes-FinSpy-PC-4.51.pdf,Gamma,Release Notes 4.51,2014,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinSpy-PC-4.51.pdf,Spy Files 4
Release-Notes-FinSpyPC-4.10.pdf,Gamma,Release Notes 4.10,2012,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinSpyPC-4.10.pdf,Spy Files 4
Release-Notes-FinSpyPC-4.50.pdf,Gamma,Release Notes 4.50,2014,,,,FinSpy,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinSpyPC-4.50.pdf,Spy Files 4
Release-Notes-FinUSB-Suite-3.2.pdf,Gamma,Release Notes 3.2,2011,,,,FinUSB,,https://wikileaks.org/spyfiles4/documents/Release-Notes-FinUSB-Suite-3.2.pdf,Spy Files 4
Windows 7 SP1 - Acrobat Reader PDF Exploit.avi,Gamma,Video,unspecified,,,,FinFly Exploit,,https://wikileaks.org/spyfiles4/sales/Windows%207%20SP1%20-%20Acrobat%20Reader%20PDF%20Exploit.avi,Spy Files 4
Windows 7 SP1 - Browsers Exploit.avi,Gamma,Video,unspecified,,,,FinFly Exploit,,https://wikileaks.org/spyfiles4/sales/Windows%207%20SP1%20-%20Browsers%20Exploit.avi,Spy Files 4
Windows 7 SP1 - Microsoft Office 2010 DOC-XLS Exploits.avi,Gamma,Video,unspecified,,,,FinFly Exploit,,https://wikileaks.org/spyfiles4/sales/Windows%207%20SP1%20-%20Microsoft%20Office%202010%20DOC-XLS%20Exploits.avi,Spy Files 4
