ID,Country,Male,Female,Female-to-Male Ratio,Rank,Sub-Index,Main Index
Montenegro - Enrollment in Tertiary Education,Montenegro,62,49,1.27,60,Enrollment in Tertiary Education,Educational Attainment
Georgia - Enrollment in Tertiary Education,Georgia,31,25,1.27,61,Enrollment in Tertiary Education,Educational Attainment
Trinidad and Tobago - Enrollment in Tertiary Education,Trinidad and Tobago,13,11,1.26,62,Enrollment in Tertiary Education,Educational Attainment
Russian Federation - Enrollment in Tertiary Education,Russian Federation,85,68,1.26,63,Enrollment in Tertiary Education,Educational Attainment
France - Enrollment in Tertiary Education,France,65,52,1.26,64,Enrollment in Tertiary Education,Educational Attainment
Kyrgyz Republic - Enrollment in Tertiary Education,Kyrgyz Republic,46,37,1.24,65,Enrollment in Tertiary Education,Educational Attainment
Philippines - Enrollment in Tertiary Education,Philippines,31,25,1.24,66,Enrollment in Tertiary Education,Educational Attainment
Spain - Enrollment in Tertiary Education,Spain,93,76,1.22,67,Enrollment in Tertiary Education,Educational Attainment
Finland - Enrollment in Tertiary Education,Finland,103,85,1.21,68,Enrollment in Tertiary Education,Educational Attainment
"Macedonia, FYR - Enrollment in Tertiary Education","Macedonia, FYR",42,35,1.2,69,Enrollment in Tertiary Education,Educational Attainment
Portugal - Enrollment in Tertiary Education,Portugal,75,63,1.2,70,Enrollment in Tertiary Education,Educational Attainment
Austria - Enrollment in Tertiary Education,Austria,79,66,1.2,71,Enrollment in Tertiary Education,Educational Attainment
Malaysia - Enrollment in Tertiary Education,Malaysia,39,33,1.2,72,Enrollment in Tertiary Education,Educational Attainment
Fiji - Enrollment in Tertiary Education,Fiji,18,15,1.19,73,Enrollment in Tertiary Education,Educational Attainment
Cyprus - Enrollment in Tertiary Education,Cyprus,50,42,1.18,74,Enrollment in Tertiary Education,Educational Attainment
Ecuador - Enrollment in Tertiary Education,Ecuador,42,36,1.15,75,Enrollment in Tertiary Education,Educational Attainment
Jordan - Enrollment in Tertiary Education,Jordan,50,43,1.15,76,Enrollment in Tertiary Education,Educational Attainment
Ukraine - Enrollment in Tertiary Education,Ukraine,85,74,1.15,77,Enrollment in Tertiary Education,Educational Attainment
Botswana - Enrollment in Tertiary Education,Botswana,8,7,1.15,78,Enrollment in Tertiary Education,Educational Attainment
China - Enrollment in Tertiary Education,China,28,25,1.13,79,Enrollment in Tertiary Education,Educational Attainment
Maldives - Enrollment in Tertiary Education,Maldives,14,12,1.13,80,Enrollment in Tertiary Education,Educational Attainment
Colombia - Enrollment in Tertiary Education,Colombia,48,42,1.13,81,Enrollment in Tertiary Education,Educational Attainment
El Salvador - Enrollment in Tertiary Education,El Salvador,27,24,1.13,82,Enrollment in Tertiary Education,Educational Attainment
Chile - Enrollment in Tertiary Education,Chile,79,70,1.12,83,Enrollment in Tertiary Education,Educational Attainment
Luxembourg - Enrollment in Tertiary Education,Luxembourg,19,17,1.11,84,Enrollment in Tertiary Education,Educational Attainment
Netherlands - Enrollment in Tertiary Education,Netherlands,81,74,1.1,85,Enrollment in Tertiary Education,Educational Attainment
Peru - Enrollment in Tertiary Education,Peru,45,41,1.09,86,Enrollment in Tertiary Education,Educational Attainment
Nicaragua - Enrollment in Tertiary Education,Nicaragua,19,17,1.09,87,Enrollment in Tertiary Education,Educational Attainment
Lebanon - Enrollment in Tertiary Education,Lebanon,48,45,1.07,88,Enrollment in Tertiary Education,Educational Attainment
Saudi Arabia - Enrollment in Tertiary Education,Saudi Arabia,53,49,1.06,89,Enrollment in Tertiary Education,Educational Attainment
Germany - Enrollment in Tertiary Education,Germany,63,60,1.05,90,Enrollment in Tertiary Education,Educational Attainment
Azerbaijan - Enrollment in Tertiary Education,Azerbaijan,21,20,1.05,91,Enrollment in Tertiary Education,Educational Attainment
Swaziland - Enrollment in Tertiary Education,Swaziland,6,6,1.04,92,Enrollment in Tertiary Education,Educational Attainment
Indonesia - Enrollment in Tertiary Education,Indonesia,32,31,1.03,93,Enrollment in Tertiary Education,Educational Attainment
Greece - Enrollment in Tertiary Education,Greece,116,112,1.03,94,Enrollment in Tertiary Education,Educational Attainment
Ireland - Enrollment in Tertiary Education,Ireland,72,70,1.03,95,Enrollment in Tertiary Education,Educational Attainment
Vietnam - Enrollment in Tertiary Education,Vietnam,25,24,1.02,96,Enrollment in Tertiary Education,Educational Attainment
Syria - Enrollment in Tertiary Education,Syria,26,26,1.01,97,Enrollment in Tertiary Education,Educational Attainment
"Iran, Islamic Rep. - Enrollment in Tertiary Education","Iran, Islamic Rep.",55,55,1,98,Enrollment in Tertiary Education,Educational Attainment
Guatemala - Enrollment in Tertiary Education,Guatemala,18,18,1,99,Enrollment in Tertiary Education,Educational Attainment
Switzerland - Enrollment in Tertiary Education,Switzerland,55,56,0.99,100,Enrollment in Tertiary Education,Educational Attainment
Egypt - Enrollment in Tertiary Education,Egypt,29,31,0.96,101,Enrollment in Tertiary Education,Educational Attainment
Mexico - Enrollment in Tertiary Education,Mexico,28,30,0.96,102,Enrollment in Tertiary Education,Educational Attainment
Pakistan - Enrollment in Tertiary Education,Pakistan,9,10,0.95,103,Enrollment in Tertiary Education,Educational Attainment
Madagascar - Enrollment in Tertiary Education,Madagascar,4,4,0.92,104,Enrollment in Tertiary Education,Educational Attainment
Japan - Enrollment in Tertiary Education,Japan,58,65,0.9,105,Enrollment in Tertiary Education,Educational Attainment
Morocco - Enrollment in Tertiary Education,Morocco,13,15,0.89,106,Enrollment in Tertiary Education,Educational Attainment
Turkey - Enrollment in Tertiary Education,Turkey,64,75,0.85,107,Enrollment in Tertiary Education,Educational Attainment
Bolivia - Enrollment in Tertiary Education,Bolivia,34,41,0.84,108,Enrollment in Tertiary Education,Educational Attainment
Lao PDR - Enrollment in Tertiary Education,Lao PDR,15,18,0.82,109,Enrollment in Tertiary Education,Educational Attainment
Côte d'Ivoire - Enrollment in Tertiary Education,Côte d'Ivoire,4,5,0.78,110,Enrollment in Tertiary Education,Educational Attainment
India - Enrollment in Tertiary Education,India,20,26,0.78,111,Enrollment in Tertiary Education,Educational Attainment
Zimbabwe - Enrollment in Tertiary Education,Zimbabwe,5,7,0.78,112,Enrollment in Tertiary Education,Educational Attainment
Rwanda - Enrollment in Tertiary Education,Rwanda,6,8,0.76,113,Enrollment in Tertiary Education,Educational Attainment
"Korea, Rep. - Enrollment in Tertiary Education","Korea, Rep.",84,111,0.75,114,Enrollment in Tertiary Education,Educational Attainment
Nigeria - Enrollment in Tertiary Education,Nigeria,9,12,0.72,115,Enrollment in Tertiary Education,Educational Attainment
Kenya - Enrollment in Tertiary Education,Kenya,3,5,0.7,116,Enrollment in Tertiary Education,Educational Attainment
Bhutan - Enrollment in Tertiary Education,Bhutan,8,11,0.69,117,Enrollment in Tertiary Education,Educational Attainment
Bangladesh - Enrollment in Tertiary Education,Bangladesh,11,16,0.69,118,Enrollment in Tertiary Education,Educational Attainment
Malawi - Enrollment in Tertiary Education,Malawi,1,1,0.65,119,Enrollment in Tertiary Education,Educational Attainment
Nepal - Enrollment in Tertiary Education,Nepal,11,18,0.64,120,Enrollment in Tertiary Education,Educational Attainment
Liberia - Enrollment in Tertiary Education,Liberia,9,14,0.63,121,Enrollment in Tertiary Education,Educational Attainment
Mozambique - Enrollment in Tertiary Education,Mozambique,4,6,0.62,122,Enrollment in Tertiary Education,Educational Attainment
Cambodia - Enrollment in Tertiary Education,Cambodia,12,20,0.61,123,Enrollment in Tertiary Education,Educational Attainment
Ghana - Enrollment in Tertiary Education,Ghana,9,15,0.61,124,Enrollment in Tertiary Education,Educational Attainment
Senegal - Enrollment in Tertiary Education,Senegal,6,10,0.59,125,Enrollment in Tertiary Education,Educational Attainment
Tanzania - Enrollment in Tertiary Education,Tanzania,3,5,0.55,126,Enrollment in Tertiary Education,Educational Attainment
Tajikistan - Enrollment in Tertiary Education,Tajikistan,15,29,0.52,127,Enrollment in Tertiary Education,Educational Attainment
Burundi - Enrollment in Tertiary Education,Burundi,2,4,0.51,128,Enrollment in Tertiary Education,Educational Attainment
Burkina Faso - Enrollment in Tertiary Education,Burkina Faso,3,6,0.5,129,Enrollment in Tertiary Education,Educational Attainment
Zambia - Enrollment in Tertiary Education,Zambia,2,3,0.46,130,Enrollment in Tertiary Education,Educational Attainment
Yemen - Enrollment in Tertiary Education,Yemen,6,14,0.44,131,Enrollment in Tertiary Education,Educational Attainment
Mauritania - Enrollment in Tertiary Education,Mauritania,3,7,0.43,132,Enrollment in Tertiary Education,Educational Attainment
Mali - Enrollment in Tertiary Education,Mali,4,10,0.43,133,Enrollment in Tertiary Education,Educational Attainment
Angola - Enrollment in Tertiary Education,Angola,4,11,0.37,134,Enrollment in Tertiary Education,Educational Attainment
Guinea - Enrollment in Tertiary Education,Guinea,5,14,0.37,135,Enrollment in Tertiary Education,Educational Attainment
Ethiopia - Enrollment in Tertiary Education,Ethiopia,1,4,0.32,136,Enrollment in Tertiary Education,Educational Attainment
Uganda - Enrollment in Tertiary Education,Uganda,4,14,0.27,137,Enrollment in Tertiary Education,Educational Attainment
Chad - Enrollment in Tertiary Education,Chad,1,4,0.24,138,Enrollment in Tertiary Education,Educational Attainment
Bahamas - Enrollment in Tertiary Education,Bahamas,—,—,—,—,Enrollment in Tertiary Education,Educational Attainment
Singapore - Enrollment in Tertiary Education,Singapore,—,—,—,—,Enrollment in Tertiary Education,Educational Attainment
South Africa - Enrollment in Tertiary Education,South Africa,—,—,—,—,Enrollment in Tertiary Education,Educational Attainment
United Arab Emirates - Enrollment in Tertiary Education,United Arab Emirates,—,—,—,—,Enrollment in Tertiary Education,Educational Attainment
Kazakhstan - Sex Ratio at Birth,Kazakhstan,,,1.06,1,Sex Ratio at Birth,Health and Survival
Barbados - Sex Ratio at Birth,Barbados,,,0.99,2,Sex Ratio at Birth,Health and Survival
Kenya - Sex Ratio at Birth,Kenya,,,0.98,3,Sex Ratio at Birth,Health and Survival
Malawi - Sex Ratio at Birth,Malawi,,,0.98,3,Sex Ratio at Birth,Health and Survival
Mozambique - Sex Ratio at Birth,Mozambique,,,0.98,3,Sex Ratio at Birth,Health and Survival
Qatar - Sex Ratio at Birth,Qatar,,,0.98,3,Sex Ratio at Birth,Health and Survival
South Africa - Sex Ratio at Birth,South Africa,,,0.98,3,Sex Ratio at Birth,Health and Survival
Bahamas - Sex Ratio at Birth,Bahamas,,,0.97,8,Sex Ratio at Birth,Health and Survival
Bahrain - Sex Ratio at Birth,Bahrain,,,0.97,8,Sex Ratio at Birth,Health and Survival
Botswana - Sex Ratio at Birth,Botswana,,,0.97,8,Sex Ratio at Birth,Health and Survival
Burkina Faso - Sex Ratio at Birth,Burkina Faso,,,0.97,8,Sex Ratio at Birth,Health and Survival
Burundi - Sex Ratio at Birth,Burundi,,,0.97,8,Sex Ratio at Birth,Health and Survival
Cape Verde - Sex Ratio at Birth,Cape Verde,,,0.97,8,Sex Ratio at Birth,Health and Survival
Côte d'Ivoire - Sex Ratio at Birth,Côte d'Ivoire,,,0.97,8,Sex Ratio at Birth,Health and Survival
Ethiopia - Sex Ratio at Birth,Ethiopia,,,0.97,8,Sex Ratio at Birth,Health and Survival
Ghana - Sex Ratio at Birth,Ghana,,,0.97,8,Sex Ratio at Birth,Health and Survival
Guinea - Sex Ratio at Birth,Guinea,,,0.97,8,Sex Ratio at Birth,Health and Survival
Lesotho - Sex Ratio at Birth,Lesotho,,,0.97,8,Sex Ratio at Birth,Health and Survival
Liberia - Sex Ratio at Birth,Liberia,,,0.97,8,Sex Ratio at Birth,Health and Survival
Madagascar - Sex Ratio at Birth,Madagascar,,,0.97,8,Sex Ratio at Birth,Health and Survival
Mali - Sex Ratio at Birth,Mali,,,0.97,8,Sex Ratio at Birth,Health and Survival
Mauritania - Sex Ratio at Birth,Mauritania,,,0.97,8,Sex Ratio at Birth,Health and Survival
Namibia - Sex Ratio at Birth,Namibia,,,0.97,8,Sex Ratio at Birth,Health and Survival
Rwanda - Sex Ratio at Birth,Rwanda,,,0.97,8,Sex Ratio at Birth,Health and Survival
Senegal - Sex Ratio at Birth,Senegal,,,0.97,8,Sex Ratio at Birth,Health and Survival
Swaziland - Sex Ratio at Birth,Swaziland,,,0.97,8,Sex Ratio at Birth,Health and Survival
Tanzania - Sex Ratio at Birth,Tanzania,,,0.97,8,Sex Ratio at Birth,Health and Survival
Trinidad and Tobago - Sex Ratio at Birth,Trinidad and Tobago,,,0.97,8,Sex Ratio at Birth,Health and Survival
Uganda - Sex Ratio at Birth,Uganda,,,0.97,8,Sex Ratio at Birth,Health and Survival
Zambia - Sex Ratio at Birth,Zambia,,,0.97,8,Sex Ratio at Birth,Health and Survival
Zimbabwe - Sex Ratio at Birth,Zimbabwe,,,0.97,8,Sex Ratio at Birth,Health and Survival
Bangladesh - Sex Ratio at Birth,Bangladesh,,,0.96,32,Sex Ratio at Birth,Health and Survival
Chad - Sex Ratio at Birth,Chad,,,0.96,32,Sex Ratio at Birth,Health and Survival
Chile - Sex Ratio at Birth,Chile,,,0.96,32,Sex Ratio at Birth,Health and Survival
Dominican Republic - Sex Ratio at Birth,Dominican Republic,,,0.96,32,Sex Ratio at Birth,Health and Survival
Finland - Sex Ratio at Birth,Finland,,,0.96,32,Sex Ratio at Birth,Health and Survival
Iceland - Sex Ratio at Birth,Iceland,,,0.96,32,Sex Ratio at Birth,Health and Survival
Lao PDR - Sex Ratio at Birth,Lao PDR,,,0.96,32,Sex Ratio at Birth,Health and Survival
Nepal - Sex Ratio at Birth,Nepal,,,0.96,32,Sex Ratio at Birth,Health and Survival
