ID Number,Department,Contracting Agency,Year Contract Signed,Year Contract Effective,Current Contract Value,Major Program,Vendor,Vendor DBA,Date Contract Signed,Date Contract Effective,Current Completion Date,Amount Obligated,Base and all options value,Extent Competed,Reason Not Competed,Purchase Card Payment Method,Type of Contract Pricing,Place of Manufacture,CCR Exception Type,Reason for Modification,Product/Service Description,Requirement Description,Place of Performance,Place of Performance - City,Place of Performance - State,Award / IDV,Award Type,Location of Vendo,Location of Vendor - City,Location of Vendor - State,Small Business?,Small Disadvantaged Business?,Historically Underutilized Business Zone?,Sheltered Workshop?,Women Owned Business?,Veteran Owned Business?,Service Related Disabled Veteran Owned Business?,Minority Owned Business?,Minority Institution?,Black American Owned Business?,Historic Black College Or University?,Native American Owned Business?,Hispanic American Owned Business?,Asian Pacific American Owned Business?,Asian Indian Owned Business?,Subcontinent Asian (Asian-Indian) American Owned Business?,Eight?,Local Government?,Hospital?,Nonprofit Organization?,Educational Institution?,Federal Government?,State Government?,Tribal Government?
Contract ID n. 96,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"450,000.00",,Caci Incorporated Commercial,,6/22/2010,6/22/2010,5/31/2013,"450,000.00","450,000.00",Full And Open Competition,,No,Time and Materials,Not A Manufactured End Product,,,Tech Rep Svcs /Misc Eq,Automated Litigation Support Services In New Orleans For The Enrd Gulf Oil Spill (gos) Support Enrd Dj#ec20100061,"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 97,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"1,000,000.00",,Caci Incorporated Commercial,,8/5/2010,8/5/2010,5/31/2013,"1,000,000.00","1,000,000.00",Full And Open Competition,,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Tech Rep Svcs /Misc Eq,Automated Litigation Support Services In New Orleans For The Enrd Gulf Oil Spill (gos) Support Enrd Dj#ec20100061,"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 103,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"500,000.00",,Caci Incorporated Commercial,,9/24/2010,9/24/2010,5/31/2013,"500,000.00","500,000.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Tech Rep Svcs /Misc Eq,Automated Litigation Support Services For Deepwater Horizon And Other Affirmative Cases,"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 104,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"500,000.00",,Caci Incorporated Commercial,,9/29/2010,9/29/2010,5/31/2013,"500,000.00","500,000.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Tech Rep Svcs /Misc Eq,Automated Litigation Support Services For Deepwater Horizon And Other Affirmative Cases,"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 105,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"4,000,000.00",,Caci Incorporated Commercial,,6/14/2010,6/14/2010,5/31/2013,"4,000,000.00","4,000,000.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,,Tech Rep Svcs /Misc Eq,Automated Litigation Support Services For Deepwater Horizon And Other Affirmative Cases,"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 106,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"200,000.00",,Caci Incorporated Commercial,,9/7/2010,9/7/2010,5/31/2013,"200,000.00","200,000.00",Full And Open Competition,,No,Time and Materials,Not A Manufactured End Product,,,Tech Rep Svcs /Misc Eq,Automated Litigation Support Services In New Orleans For Deepwater Horizon Facility Costs Ecs Dj# 198-32-01230,"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 107,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"50,000.00",,Caci Incorporated Commercial,,9/20/2010,9/20/2010,5/31/2013,"50,000.00","50,000.00",Full And Open Competition,,No,Time and Materials,Not A Manufactured End Product,,,Tech Rep Svcs /Misc Eq,Automated Litigation Support Services In New Orleans For Deepwater Horizon Facility Costs Ecs Dj# 198-32-01230,"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 108,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"1,300,000.00",,Caci Incorporated Commercial,,9/27/2011,9/27/2011,5/31/2013,"1,300,000.00","1,300,000.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,Funding Only Action,Tech Rep Svcs /Misc Eq,Automated Litigation Support Services For Deepwater Horizon And Other Affirmative Cases,"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 109,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"8,425,000.00",,Caci Incorporated Commercial,,12/2/2010,12/2/2010,5/31/2013,"8,425,000.00","8,425,000.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,,Tech Rep Svcs /Misc Eq,Automated Litigation Support Services For Deepwater Horizon And Other Affirmative Cases,"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 110,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"2,751,000.00",,Caci Incorporated Commercial,,2/7/2011,2/7/2011,5/31/2013,"2,751,000.00","2,751,000.00",Full And Open Competition,,No,Time and Materials,Not A Manufactured End Product,,,Tech Rep Svcs /Misc Eq,Automated Litigation Support Services For Deepwater Horizon And Other Affirmative Cases,"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 111,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"91,145.92",,Caci Incorporated Commercial,,5/24/2011,5/24/2011,5/31/2013,"91,145.92","91,145.92",Full And Open Competition,,No,Time and Materials,Not A Manufactured End Product,,,Tech Rep Svcs /Misc Eq,Automated Litigation Support Services To Support The Deepwater Horizon Task Force,"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 112,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"1,577,286.50",,Caci Incorporated Commercial,,7/1/2011,7/1/2011,5/31/2013,"1,577,286.50","1,577,286.50",Full And Open Competition,,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Tech Rep Svcs /Misc Eq,Automated Litigation Support Services To Support The Deepwater Horizon Task Force,"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 113,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"1,190,500.00",,Caci Incorporated Commercial,,5/21/2012,6/1/2012,5/31/2013,"1,190,500.00","1,190,500.00",Full And Open Competition,,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Technical Representative- Miscellaneous,"Critical Function:  This Contract Will Be Used To Provide Professional Litigation Support Products And Services To The Department Of Justice And Other Federal Agencies On An Indefinite Delivery, Indefinite Quantity Task Order Basis.  Individual Task Orders Issued Under This Contract May Support Any Department Of Justice Organization Or Federal Agency On A Local And/or Nationwide Basis.  Services May Be Required Anywhere In Or Outside Of The United States And Its Territories.  This Contract Will Also Be Used To Support Case- Or Investigation-related Administrative Functions","Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 114,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"1,300,000.00",,Caci Incorporated Commercial,,8/4/2011,8/4/2011,5/31/2013,"1,300,000.00","1,300,000.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,,Tech Rep Svcs /Misc Eq,Automated Litigation Support Services In Washington Dc For The Enrd Deepwater Document Processing Dj# 90-5-1-1-10026,"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 115,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"11,000,000.00",,Caci Incorporated Commercial,,12/7/2011,12/7/2011,5/31/2013,"11,000,000.00","11,000,000.00",Full And Open Competition,,No,Time and Materials,Not A Manufactured End Product,,,Technical Representative- Miscellaneous,Automated Litigation Support Services In Washington Dc For The Enrd Deepwater Horizon (dwh),"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 119,Department Of Justice,"Offices, Boards And Divisions",2011,2011,"550,000.00",,Caci Incorporated Commercial,,12/1/2010,12/1/2010,5/31/2013,"550,000.00","550,000.00",Full And Open Competition,,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Tech Rep Svcs /Misc Eq,Automated Litigation Support Services In New Orleans For The Enrd Gulf Oil Spill (gos) Support Enrd Dj#ec20100061,"Arlington, Virginia, United States",Arlington,Virginia,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 970,Department Of Defense,Department Of The Army,2011,2011,688.00,,Cahall's Deli & More,,8/13/2010,8/13/2010,8/17/2010,688.00,688.00,Full And Open Competition After Exclusion Of Sources,,No,Fixed Price,Not A Manufactured End Product,,Additional Work,Food Services,Meal Service For Deep Horizon Task Force,"Mobile, Alabama, United States",Mobile,Alabama,Award,Purchase Order,"Foley, Alabama, United States",Foley,Alabama,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 971,Department Of Defense,Department Of The Army,2011,2011,"14,450.00",,Cahall's Deli & More,,7/28/2010,7/28/2010,8/1/2010,"14,450.00","14,450.00",Full And Open Competition After Exclusion Of Sources,,No,Fixed Price,Not A Manufactured End Product,,Funding Only Action,Food Services,Meals,"Mobile, Alabama, United States",Mobile,Alabama,Award,Purchase Order,"Foley, Alabama, United States",Foley,Alabama,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 972,Department Of Defense,Department Of The Army,2011,2011,"25,489.80",,Cahall's Deli & More,,8/2/2010,8/2/2010,8/10/2010,"25,489.80","25,489.80",Full And Open Competition After Exclusion Of Sources,,No,Fixed Price,Not A Manufactured End Product,,Funding Only Action,Food Services,Dinner,"Mobile, Alabama, United States",Mobile,Alabama,Award,Purchase Order,"Foley, Alabama, United States",Foley,Alabama,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 973,Department Of Defense,Department Of The Army,2011,2011,"24,607.80",,Cahall's Deli & More,,7/16/2010,7/16/2010,7/27/2010,"24,607.80","24,607.80",Full And Open Competition After Exclusion Of Sources,,No,Fixed Price,Not A Manufactured End Product,,,Food Services,Meals,"Mobile, Alabama, United States",Mobile,Alabama,Award,Purchase Order,"Foley, Alabama, United States",Foley,Alabama,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 974,Department Of Defense,Department Of The Army,2011,2011,"13,614.15",,Cahall's Deli & More,,8/16/2010,8/16/2010,9/1/2010,"13,614.15","13,614.15",Full And Open Competition After Exclusion Of Sources,,No,Fixed Price,Not A Manufactured End Product,,Funding Only Action,Food Services,Meals,"Mobile, Alabama, United States",Mobile,Alabama,Award,Purchase Order,"Foley, Alabama, United States",Foley,Alabama,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 975,Department Of Defense,Department Of The Army,2011,2011,"11,600.85",,Cahall's Deli & More,,8/11/2010,8/11/2010,8/17/2010,"11,600.85","11,600.85",Full And Open Competition After Exclusion Of Sources,,No,Fixed Price,Not A Manufactured End Product,,Additional Work,Food Services,Meal Service For Deepwater Horizon Task Force In Mobile/foley Al,"Mobile, Alabama, United States",Mobile,Alabama,Award,Purchase Order,"Foley, Alabama, United States",Foley,Alabama,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 249,Department Of The Interior,U.S. Fish And Wildlife Service,2011,2011,"-154,986.38",,Cajun Lodging,Hampton Inn,2/16/2011,2/16/2011,2/16/2011,"-154,986.38","-154,986.38",Not Competed,Urgency,No,Fixed Price,Not A Manufactured End Product,Contracts to support unusual or compelling needs,Close Out,Lodging - Hotel/motel,Hotel Accommodation For Oil Spill,"La Place, Louisiana, United States",La Place,Louisiana,Award,Purchase Order,"La Place, Louisiana, United States",La Place,Louisiana,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 250,Department Of The Interior,U.S. Fish And Wildlife Service,2011,2011,"255,760.00",,Cajun Lodging,Hampton Inn,7/1/2010,7/1/2010,12/31/2010,"255,760.00","255,760.00",Not Competed,Urgency,Yes,Fixed Price,Not A Manufactured End Product,Contracts to support unusual or compelling needs,Change Order,Lodging - Hotel/motel,Hotel Accommodations For Oil Spill Responders,"La Place, Louisiana, United States",La Place,Louisiana,Award,Purchase Order,"La Place, Louisiana, United States",La Place,Louisiana,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 251,Department Of The Interior,U.S. Fish And Wildlife Service,2011,2011,"33,790.00",,Cajun Lodging,Hampton Inn,4/30/2010,4/30/2010,5/30/2010,"33,790.00","33,790.00",Not Competed,Urgency,Yes,Fixed Price,Not A Manufactured End Product,Contracts to support unusual or compelling needs,,Lodging - Hotel/motel,Hotel,"La Place, Louisiana, United States",La Place,Louisiana,Award,Purchase Order,"La Place, Louisiana, United States",La Place,Louisiana,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 142,Department Of The Interior,Geological Survey,2011,2011,"4,950.00",,Cambridge Isotope Laboratories,,8/16/2010,8/16/2010,8/31/2010,"4,950.00","4,950.00",Competed Under Sap,,No,Fixed Price,U.S.,,,Chemicals,Oil Dispersants,"Andover, Massachusetts, United States",Andover,Massachusetts,Award,Purchase Order,"Andover, Massachusetts, United States",Andover,Massachusetts,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 619,Department Of Homeland Security,U.S. Coast Guard,2011,2011,"996,823.00",,Capital Project Management,,6/14/2012,6/27/2012,4/26/2013,"996,823.00","34,260.00",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,Exercise An Option,Support- Professional: Legal,"Change Order

Poc/cotr:  Lcdr James Kammel (202) 475-5812
Bm:  Angela Kennedy-johnson","Washington, District Of Columbia, United States",Washington,District Of Columbia,Award,Delivery Order,"Blue Bell, Pennsylvania, United States",Blue Bell,Pennsylvania,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 551,Department Of Homeland Security,U.S. Coast Guard,2011,2011,28.93,,Capitol Furniture Distributing,,6/29/2010,6/29/2010,7/16/2010,28.93,28.93,Full And Open Competition,,No,Fixed Price,U.S.,,Funding Only Action,Miscellaneous Items,Portable External Hard Drive.,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Delivery Order,"Sunrise, Florida, United States",Sunrise,Florida,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1342,Department Of Commerce,National Oceanic And Atmospheric Administration,2011,2011,"52,237.86",,Carahsoft Technology,,4/23/2013,4/23/2013,5/23/2013,"52,237.86","52,237.86",Full And Open Competition,,No,Fixed Price,U.S.,,,Adp Software,"Igf::ct::igf
Renew Annual License For Pentaho Professional Standard Edition With Test&development For 8 Cores","Reston, Virginia, United States",Reston,Virginia,Award,Delivery Order,"Reston, Virginia, United States",Reston,Virginia,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1353,Department Of Commerce,National Oceanic And Atmospheric Administration,2011,2011,"51,548.18",,Carahsoft Technology,,3/17/2011,3/17/2011,3/31/2012,"51,548.18","51,548.18",Full And Open Competition,,No,Fixed Price,U.S.,,,Adp Software,Software License And Maintenance,"Silver Spring, Maryland, United States",Silver Spring,Maryland,Award,Delivery Order,"Reston, Virginia, United States",Reston,Virginia,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 982,Department Of Defense,Department Of The Army,2011,2011,"100,000.00",,Cardinal Health 414,,3/15/2012,3/15/2012,9/30/2012,"100,000.00","100,000.00",Competed Under Sap,,Yes,Fixed Price,U.S.,,,Drugs And Biologicals,Various Radiopharmaceutical Products,"Charlotte, North Carolina, United States",Charlotte,North Carolina,Award,BPA Call,"Dublin, Ohio, United States",Dublin,Ohio,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 884,Department Of Defense,Department Of The Navy,2011,2011,"-622,772.73",,Cardinal Maintenance Service,,3/12/2012,3/13/2012,9/30/2012,"113,821.05",0.00,Full And Open Competition After Exclusion Of Sources,,No,Fixed Price,Not A Manufactured End Product,,Change Order,Housekeeping- Landscaping/groundskeeping,"This Modification Was Executed For: 1)one Time Clearing Of The Fence Line Project At Mcbh And 2)to Correct Modification P00021 To Decrease The Amount In Half Because Pd2 System Automatically Doubled The Amount.  Services Shall Start 13 Mar 2012 And End 30 Apr 2012. We Are In Option 2 (10/1/11 - 09/30/12); Grounds And Tree Maintenance Services For Marine Corps Base Hawaii Kaneohe Bay, Camp H. M. Smith, And Various Other Locations, Hawaii","M C B H Kaneohe Bay, Hawaii, United States",M C B H Kaneohe Bay,Hawaii,Award,Delivery Order,"Grand Rapids, Michigan, United States",Grand Rapids,Michigan,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
