ID,Date,Month,Narration,Actual or Attempted Attack?,Type of Attack,Status of Vessel,Name of Vessel(s),Type of Vessel(s),Category of Vessel(s),Flag of Vessel,Gross register tonnage,IMO,"Time  (local, unless specified)",Coordinates,Area,Location of Incident,Country of Incident,Year,Ref,*DELETE Name of Ship SPLITType/Flag/Grt/ SPLITIMO Number,Position
Nord Gainer - 06/07/2014,06/07/2014,July,"Two robbers in a fishing boat approached and boarded an anchored tanker. Duty crew on routine rounds noticed the robbers and raised the alarm resulting in the robbers jumping overboard and escaping in their boat. Upon investigation, it was found that three padlocks were broken and ship’s properties were stolen.",Actual Attack,Boarded,Anchored,Nord Gainer,Product Tanker,Tanker,Denmark,30241,9448724,23:00,"N22°48',E070°01'",Indian Sub Continent,"Kandla, India",India,2014,13,Nord Gainer Product Tanker Denmark 30241 9448724,"22:48N – 070:01E, Kandla Anchorage, India"
Nord Mumbai - 12/05/2013,12/05/2013,May,"While at anchor, D/O on board the ship noticed robbers from a small boat boarding the ship at the forecastle.   He immediately alerted the deck watch keepers to retreat to the bridge.  Port control informed and ship advised that a coast guard patrol vessel would be sent immediately. Crew on the bridge noticed five robbers disembarking from the forecastle deck into a small boat.  Coast guard boat arrived at location and investigated.  All crew safe, nothing stolen.",Actual Attack,Boarded,Anchored,Nord Mumbai,Bulk Carrier,Cargo,Singapore,22746,9612313,02:03,"N03°48',W077°11'",Americas,"Buenaventura, Colombia",Colombia,2013,9,Nord Mumbai SPLITBulk Carrier SPLITSingapore SPLIT22746 SPLIT9612313,"03:48N – SPLIT077:11W, SPLITBuenaventura SPLITInner Anchorage, SPLITColombia"
Nord Nightingale - 12/10/2013,12/10/2013,October,Three robbers in a small boat approached and boarded an anchored tanker. Alert duty crew noticed the robbers and shouted at them resulting in the robbers escaping empty handed in their boat.,Actual Attack,Boarded,Anchored,Nord Nightingale,Chemical Tanker,Tanker,Denmark,24066,9376816,20:00,"S06°00'9"",E106°53'5""",South Asia (Excluding Malacca Straits),"Jakarta, Indonesia",Indonesia,2013,86,Nord Nightingale SPLITChemical Tanker SPLITDenmark SPLIT24066 SPLIT9376816,"06:00.9S – SPLIT106:53.5E, SPLITJakarta Tanker SPLITAnchorage, SPLITIndonesia"
Nord Optimiser - 22/03/2013,22/03/2013,March,"Robbers boarded the tanker during anchoring operations and stole ship's stores and properties. They escaped upon seeing the crewmembers returning after anchoring operations. Port authorities, coast guard and agent informed.",Actual Attack,Boarded,Anchored,Nord Optimiser,Product Tanker,Tanker,Liberia,26900,9338802,22:00,"N22°15',E091°44'",Indian Sub Continent,"Chittagong, Bangladesh",Bangladesh,2013,8,Nord Optimiser SPLITProduct Tanker SPLITLiberia SPLIT26900 SPLIT9338802,"22:15N – SPLIT091:44E, SPLITChittagong SPLITAnchorage ‘A’, SPLITBangladesh"
Nordic Agnetha - 22/05/2014,22/05/2014,May,Two robbers boarded an anchored tanker. Alarm raised and all crew mustered. The robbers escaped with stolen ship’s properties.,Actual Attack,Boarded,Anchored,Nordic Agnetha,Chemical Tanker,Tanker,Singapore,23224,9422639,14:40,"N03°55'6"",E098°46'9""",South Asia (Excluding Malacca Straits),"Belawan, Indonesia",Indonesia,2014,39,Nordic Agnetha Chemical Tanker Singapore 23224 9422639,"03:55.6N – 098:46.9E, Belawan Anchorage, Indonesia"
Ocean Bird - 03/06/2014,03/06/2014,June,"Alert deck watchman on board an anchored ship noticed three robbers attempting to board the ship. Alarm raised. Seeing the alerted crew, the robbers retreated into their boat and moved away.",Attempted Attack,Attempted,Anchored,Ocean Bird,General Cargo,Cargo,Denmark,3320,8919817,23:30,"S06°00',E106°54'",South Asia (Excluding Malacca Straits),"Tanjung Priok, Indonesia",Indonesia,2014,6,Ocean Bird General Cargo Denmark 3320 8919817,"06:00S – 106:54E, Around 4.9nm  NE of Tg. Priok, Indonesia"
Ocean Centurion - 16/07/2013,16/07/2013,July,"Armed pirates in two speedboats approached and boarded the tanker. They took hostage all crewmembers, stole their personal belongings and sailed the tanker towards South. Later, the pirates sailed the tanker to around 12nm from the coastline of Togo/Benin border where they released the crewmembers and disembarked from the tanker using a speedboat. The Togo Navy was informed about the hijacking and they sent a patrol boat to the location. The patrol boat escorted the tanker to Lome anchorage for investigation. Two crewmembers were injured during the incident and were transferred to a clinic.",Actual Attack,Hijacked,Steaming,Ocean Centurion,Product Tanker,Tanker,Marshall Islands,23328,9180102,04:30,"N05°29',E001°38'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Lome, Togo",Togo,2013,30,Ocean Centurion SPLITProduct Tanker SPLITMarshall Islands SPLIT23328 SPLIT9180102,"05:29N – SPLIT001:38E, Around SPLIT46nm SSE of SPLITLome, SPLITTogo"
Ocean Charger - 24/03/2013,24/03/2013,March,"Shore security guard on board the berthed ship noticed two robbers on the aft mooring stations. He immediately informed the duty officer who alerted the Master and other crewmembers. On seeing the alerted crew, the robbers jumped overboard and escaped in their small boat. Port control was informed who later informed the Master that the robbers were detained and stolen items recovered.",Actual Attack,Boarded,Berthed,Ocean Charger,General Cargo,Cargo,USA,7252,9213959,03:00,"Abidjan, Ivory Coast",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Abidjan, Ivory Coast",Ivory Coast,2013,12,Ocean Charger SPLITGeneral Cargo SPLITUSA SPLIT7252 SPLIT9213959,"Abidjan Port, SPLITIvory Coast"
Ocean Crescent - 08/01/2014,08/01/2014,January,"Duty watchman on board the berthed ship heard a loud noise near the stern. On approaching the location, the watchman noticed a robber throwing ship’s properties overboard. Seeing the approaching crew the robber jumped overboard and escaped. Alarm raised and crew mustered. Upon investigation, it was found that the robber boarded the ship using a hook attached with a long pole and some ship’s properties were missing. Local authorities informed and a patrol boat came for investigation and recovered some of the stolen properties that were adrift near the stern of the ship.",Actual Attack,Boarded,Berthed,Ocean Crescent,General Cargo,Cargo,USA,7252,9258193,02:15,"N06°20',W010°48'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Monrovia Port, Liberia",Liberia,2014,3,Ocean Crescent General Cargo USA 7252 9258193,"06:20N – 010:48W, Monrovia Port, Liberia"
Ocean Garnet - 19/06/2013,19/06/2013,June,"Deck watch keepers on board the ship noticed three to five robbers with long knives near the forecastle store. They raised the alarm and retreated into the ""accommodation. On hearing the alarm, the robbers escaped in their waiting boat. Upon investigation, it was discovered that ship’s stores were stolen",Actual Attack,Boarded,Anchored,Ocean Garnet,Bulk Carrier,Cargo,Hong Kong,51209,9477244,02:55,"S01°11',E117°12'",South Asia (Excluding Malacca Straits),"Samarinda, Indonesia",Indonesia,2013,51,Ocean Garnet SPLITBulk Carrier SPLITHong Kong SPLIT51209SPLIT9477244,"01:11S – SPLIT117:12E, SPLITMuara JawaSPLITAnchorageSPLITIndonesia"
Ocean Osprey - 22/09/2014,22/09/2014,September,"Six armed pirates boarded the tanker enroute to Yangon, Myanmar. They tied up the 2nd officer and duty AB on the bridge and mustered the rest of the crew in the Mess Room. The 2nd officer managed to activate the SSAS alert. The pirates escaped after stealing all crew personal effects and money.",Actual Attack,Boarded,Steaming,Ocean Osprey,Product Tanker,Tanker,Dominica,4993,9150652,01:06,"N07°10',E098°12'",South Asia (Excluding Malacca Straits),"Phuket Island, Thailand",Thailand,2014,86,Ocean Osprey Product Tanker Dominica 4993 9150652,"07:10N – 098:12E, Around 34nm SSW of Phuket Island, Thailand"
Ocean Queen - 25/09/2014,25/09/2014,September,"The chief officer onboard the tanker sighted a small high speedboat approaching from astern and informed the bridge. Alarm raised, speed increased, evasive manoeuvre, taken, fire pump activated, ships in vicinity informed, UKMTO contacted and the non-essential crewmembers mustered in the citadel. As the skiff closed, three armed persons were seen attempting to board the tanker using hooks attached with ropes. Due to the continued manoeuvres and hardening measures taken by the tanker, the persons were unable to board the tanker.",Attempted Attack,Attempted,Steaming,Ocean Queen,Product Tanker,Tanker,Singapore,62863,9368223,13:00 UTC,"N26°15',E056°45'",Rest of the World,"Musandam, Oman",Oman,2014,2,Ocean Queen Product Tanker Singapore 62863 9368223,"26:15N – 056:45E, Around 13nm ESE of Musandam, Oman"
Oceanis - 29/11/2013,29/11/2013,November,"Five robbers armed with long knives in a speedboat came alongside an anchored tanker. Alert crew spotted the boat, raised the alarm resulting in the robbers aborting the attempted attack, and moved away.",Attempted Attack,Attempted,Anchored,Oceanis,Tanker,Tanker,Greece,161273,9532757,04:10,"N01°06',E103°36'",South Asia (Excluding Malacca Straits),"Nipah, Indonesia",Indonesia,2013,9,Oceanis SPLITTanker SPLITGreece SPLIT161273 SPLIT9532757,"01:06N – SPLIT103:36E, SPLITNipah Anchorage, SPLITIndonesia"
Odin Finder - 14/08/2014,14/08/2014,August,"Three robbers armed with knives boarded an anchored vessel. Alert crew raised the alarm and crew mustered. Seeing the crew alertness, the robbers escaped empty handed.",Actual Attack,Boarded,Anchored,Odin Finder,Research Vessel,Research Vessel,Italy,601,7031761,00:05,"S04°44',E011°48'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Pointe Noire, Republic of the Congo",Republic of the Congo,2014,19,Odin Finder Research Vessel Italy 601 7031761,"04:44S – 011:48E, Pointe Noire Anchorage, The Congo"
Olivia II - 31/01/2013,31/01/2013,January,"A tanker under way noticed three skiffs approaching her at high speed. A suspected mother vessel was observed on radar at a distance of around 1.2nm. As the skiffs closed in, the duty officer raised alarm and non-essential crew mustered in the citadel. The tanker commenced evasive manoeuvres and headed towards a nearby oil terminal to seek assistance from the naval guard vessels. A further two skiffs were noticed approaching the tanker and all skiffs fired towards the bridge and accommodation. A RPG was also fired but missed the tanker. The attack lasted for nearly one hour before the skiffs broke off. Crew safe but the tanker sustained some damages due to the firing.",Attempted Attack,Fired upon,Steaming,Olivia II,Tanker,Tanker,Liberia,10298,9156486,20:30 UTC,"N03°46'3"",E005°49'1""",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Brass, Nigeria",Nigeria,2013,1,Olivia II SPLITTanker SPLITLiberia SPLIT10298 SPLIT9156486,"03:46.3N – SPLIT005:49.1E, SPLITAround 45nm SPLITSSW of Brass, SPLITNigeria"
Orange Stars - 14/03/2013,14/03/2013,March,"A tanker underway noticed four suspicious dhows along with skiffs. From this group one skiff approached the tanker at high speed. Alarm sounded and non-essential crew retreated in the citadel. As the skiff, approached weapons and a ladder were sighted in the skiff. On board armed security team fired one warning shot resulting in the skiff stopping and turning back to regroup with the rest.",Attempted Attack,Attempted,Steaming,Orange Stars,Tanker,Tanker,Marshall Islands,61314,9433597,12:15,"N13°39',E050°48'",Africa (Gulf of Aden / Red Sea),Gulf of Aden,Gulf of Aden,2013,2,Orange Stars SPLITTanker SPLITMarshall Islands SPLIT61314 SPLIT9433597,"13:39N – SPLIT050:48E, SPLITGulf of Aden"
Orapin 2 - 17/09/2014,17/09/2014,September,Eight armed pirates boarded and hijacked the tanker enroute to Timor Leste. The tanker rendezvoused with two smaller tankers and the cargo of gasoil was stolen. Later the pirates released the tanker and escaped. Master sustained minor head injury.,Actual Attack,Hijacked,Steaming,Orapin 2,Product Tanker,Tanker,Thailand,1598,8122323,22:00,"N01°26',E104°50'",South Asia (Excluding Malacca Straits),"Bintan Island, Indonesia",Indonesia,2014,85,Orapin 2 Product Tanker Thailand 1598 8122323,"01:26N – 104:50E, 20nm NE of Tg. Berakit, Bintan Island, Indonesia"
Orapin 4 - 28/05/2014,28/05/2014,May,"A tanker laden with fuel oil cargo departed Singapore on the 27.05.2014 with ETA discharge port, Pontianak as 29.05.2014. The owners lost contact with the tanker and informed IMB PRC, who immediately notified all Authorities and broadcast a warning to all ships. On 01.06.2014, the tanker safely arrived at Sriracha port in Thailand. The crew and tanker are safe.",Actual Attack,Hijacked,Steaming,Orapin 4,Product Tanker,Tanker,Thailand,2176,8210027,02:05,"N01°30',E104°50'",South Asia (Excluding Malacca Straits),"Bintan Island, Indonesia",Indonesia,2014,44,Orapin 4 Product Tanker Thailand 2176 8210027,"01:30N – 104:50E, Around 23nm NE of Pulau Bintan, Indonesia"
Ore Vitoria - 28/05/2014,28/05/2014,May,"Four robbers armed with knives boarded the ship underway. Alarm raised and crew mustered. Seeing the crew alertness, the robbers escaped empty handed.",Actual Attack,Boarded,Steaming,Ore Vitoria,Bulk Carrier,Cargo,Liberia,116427,8802923,06:10,"N01°08',E103°30'",South Asia (Excluding Malacca Straits),"Karimun, Indonesia",Indonesia,2014,43,Ore Vitoria Bulk Carrier Liberia 116427 8802923,"01:08N – 103:30E, 4nm of Karimun Kecil Island, Indonesia"
Oriental Glory - 15/07/2014,15/07/2014,July,"Pirates boarded and hijacked a tanker enroute from Singapore to Sandakan, Malaysia. They transferred and stole part of the fuel cargo, stole crew properties and damaged the tanker’s communication equipment and main engines before leaving. Three crewmembers injured during the incident.",Actual Attack,Hijacked,Steaming,Oriental Glory,Product Tanker,Tanker,Malaysia,2223,9072587,23:45,"N01°44',E105°07'",South Asia (Excluding Malacca Straits),"Bintan Island, Indonesia",Indonesia,2014,69,Oriental Glory Product Tanker Malaysia 2223 9072587,"01:44N – 105:07E, Around 44nm NE of Pulau Bintan, Indonesia"
Oriental Sapphire - 18/01/2014,18/01/2014,January,"The duty oiler on board an anchored ship noticed armed robbers in the engine room.  He immediately left the engine room and informed the 2/O on the bridge who alerted the crew, sent SSAS alert, contacted the local authorities and raised the engine room alarm.  All crew remained locked in their cabins until the robbers had left the ship with stolen ship’s spares. No injuries to crew.",Actual Attack,Boarded,Anchored,Oriental Sapphire,Bulk Carrier,Cargo,Panama,9872,9273014,02:00,"N01°06',E104°16'",South Asia (Excluding Malacca Straits),"Batam, Indonesia",Indonesia,2014,8,Oriental Sapphire Bulk Carrier Panama 9872 9273014,"01:06N – 104:16E, Batam,  Indonesia"
Orpheas - 06/03/2014,06/03/2014,March,"While underway, Master on board the tanker heard over the VHF a vessel reporting a robbery incident. Hearing this the Master ordered his crew to secure the accommodation. While locking the entrance to the steering gear room a crewmember was approached and threatened by three robbers with knives while two more robbers were seen exiting the steering gear room with stolen ship’s property. As the robbers escaped, the crew reported to the bridge and the Master raised the alarm and informed the authorities. All crew safe.",Actual Attack,Boarded,Steaming,Orpheas,Tanker,Tanker,Liberia,84796,9318149,05:38,"N01°09',E103°30'",South Asia (Excluding Malacca Straits),"Nipah, Singapore Straits",Singapore Straits,2014,19,Orpheas Tanker Liberia 84796 9318149,"01:09N – 103:30E, Nipah Transit, Singapore Straits"
